,Unnamed: 0,cve,owner,repo,patch,reserve_idx_diff,publish_idx_diff,reserve_time,publish_time
2086,2849,CVE-2021-24037,facebook,hermes,d86e185e485b6330216dee8e854455c694e3a36e,-632,-1160,2021-01-13T00:00:00+00:00,2021-06-15T22:00:11+00:00
2087,2855,CVE-2021-25287,python-pillow,Pillow,3bf5eddb89afdf690eceaa52bc4d3546ba9a5f87,180,-477,2021-01-17T00:00:00+00:00,2021-06-02T15:13:14+00:00
2088,2856,CVE-2021-25288,python-pillow,Pillow,3bf5eddb89afdf690eceaa52bc4d3546ba9a5f87,180,-477,2021-01-17T00:00:00+00:00,2021-06-02T15:13:28+00:00
2089,2857,CVE-2021-25289,python-pillow,Pillow,3fee28eb9479bf7d59e0fa08068f9cc4a6e2f04c,-64,-316,2021-01-17T00:00:00+00:00,2021-03-19T03:29:48+00:00
2090,2858,CVE-2021-25290,python-pillow,Pillow,86f02f7c70862a0954bfe8133736d352db978eaa,-38,-290,2021-01-17T00:00:00+00:00,2021-03-19T03:29:57+00:00
2091,2859,CVE-2021-25291,python-pillow,Pillow,cbdce6c5d054fccaf4af34b47f212355c64ace7a,6,-246,2021-01-17T00:00:00+00:00,2021-03-19T03:30:09+00:00
2092,2860,CVE-2021-25292,python-pillow,Pillow,3bce145966374dd39ce58a6fc0083f8d1890719c,-28,-280,2021-01-17T00:00:00+00:00,2021-03-19T03:30:39+00:00
2093,2861,CVE-2021-25292,python-pillow,Pillow,6207b44ab1ff4a91d8ddc7579619876d0bb191a4,-4503,-4755,2021-01-17T00:00:00+00:00,2021-03-19T03:30:39+00:00
2094,2862,CVE-2021-25293,python-pillow,Pillow,4853e522bddbec66022c0915b9a56255d0188bf9,-74,-326,2021-01-17T00:00:00+00:00,2021-03-19T03:30:46+00:00
2101,2874,CVE-2021-25925,SiCKRAGE,SiCKRAGE,9f42426727e16609ad3d1337f6637588b8ed28e4,37,-16,2021-01-22T00:00:00+00:00,2021-04-12T13:48:51+00:00
2102,2875,CVE-2021-25926,SiCKRAGE,SiCKRAGE,9f42426727e16609ad3d1337f6637588b8ed28e4,37,-16,2021-01-22T00:00:00+00:00,2021-04-12T13:45:57+00:00
2104,2888,CVE-2021-25941,ASaiAnudeep,deep-override,2aced17651fb684959a6e04b1465a8329b3d5268,-2,-3,2021-01-22T00:00:00+00:00,2021-05-14T13:43:16+00:00
2109,2896,CVE-2021-25978,apostrophecms,apostrophe,c8b94ee9c79468f1ce28e31966cb0e0839165e59,1776,-371,2021-01-22T00:00:00+00:00,2021-11-07T17:15:10+00:00
2110,2897,CVE-2021-25979,apostrophecms,apostrophe,c211b211f9f4303a77a307cf41aac9b4ef8d2c7c,1786,-362,2021-01-22T00:00:00+00:00,2021-11-08T14:20:11+00:00
2111,2898,CVE-2021-25986,django-wiki,django-wiki,9eaccc7519e4206a4d2f22640882f0737b2da9c5,99,-6,2021-01-22T00:00:00+00:00,2021-11-23T19:17:08+00:00
2112,2899,CVE-2021-26117,apache,activemq,73e291693d59a96c0054fc7e7e09c2c67b192911,-114,-114,2021-01-25T00:00:00+00:00,2021-01-27T00:00:00+00:00
2113,2900,CVE-2021-26118,apache,activemq-artemis,e5566d52116d81611d914548adc3cbb14d7118d4,-257,-265,2021-01-25T00:00:00+00:00,2021-01-27T18:55:13+00:00
2115,2903,CVE-2021-26505,MrSwitch,hello.js,7ab50aeff2d41991f08d4ad6c0481125eea8f6b7,0,-62,2021-02-01T00:00:00+00:00,2023-08-11T00:00:00+00:00
2118,2906,CVE-2021-26559,apache,airflow,3909232fafd09ac72b49010ecdfd6ea48f06d5cf,26,-93,2021-02-02T00:00:00+00:00,2021-02-17T14:15:14+00:00
2119,2907,CVE-2021-26697,apache,airflow,24a54242d56058846c7978130b3f37ca045d5142,-58,-161,2021-02-04T00:00:00+00:00,2021-02-17T14:15:15+00:00
2122,2910,CVE-2021-26813,trentm,python-markdown2,7b651260739647de5198323e0445b1618750c374,-7,-11,2021-02-05T00:00:00+00:00,2021-03-03T15:17:41+00:00
2130,2919,CVE-2021-27576,apache,openmeetings,060a3114ad759931aeb42cd9afa9d1ebb39d3075,-33,-65,2021-02-23T00:00:00+00:00,2021-03-15T09:05:17+00:00
2131,2920,CVE-2021-27576,apache,openmeetings,afe26c950b127776f2dfe920abff41a584874de8,-9,-41,2021-02-23T00:00:00+00:00,2021-03-15T09:05:17+00:00
2132,2921,CVE-2021-27576,apache,openmeetings,cbdfd2f9731a8fe3daa9b4adf5da4a063fde161d,-51,-83,2021-02-23T00:00:00+00:00,2021-03-15T09:05:17+00:00
2134,2924,CVE-2021-28092,sindresorhus,is-svg,01f8a087fab8a69c3ac9085fbb16035907ab6a5b,0,-1,2021-03-08T00:00:00+00:00,2021-03-12T21:31:35+00:00
2135,2925,CVE-2021-28359,apache,airflow,2fef2ab1bf0f8c727a503940c9c65fd5be208386,-475,-865,2021-03-13T00:00:00+00:00,2021-05-02T07:55:12+00:00
2138,2928,CVE-2021-28676,python-pillow,Pillow,bb6c11fb889e6c11b0ee122b828132ee763b5856,-44,-449,2021-03-18T00:00:00+00:00,2021-06-02T00:00:00+00:00
2139,2929,CVE-2021-28677,python-pillow,Pillow,5a5e6db0abf4e7a638fb1b3408c4e495a096cb92,-51,-458,2021-03-18T00:00:00+00:00,2021-06-02T15:18:49+00:00
2144,2934,CVE-2021-29059,sindresorhus,is-svg,732fc72779840c45a30817d3fe28e12058592b02,-3,-4,2021-03-22T00:00:00+00:00,2021-06-21T15:49:24+00:00
2166,2958,CVE-2021-29484,TryGhost,Ghost,14b3431de12e674a0bd562e9230e2891b6903ae2,410,-9,2021-03-30T00:00:00+00:00,2021-04-29T20:35:15+00:00
2169,2961,CVE-2021-29506,graphhopper,graphhopper,eb189be1fa7443ebf4ae881e737a18f818c95f41,54,-27,2021-03-30T00:00:00+00:00,2021-05-13T18:15:13+00:00
2171,3077,CVE-2021-29621,dpgaspar,Flask-AppBuilder,780bd0e8fbf2d36ada52edb769477e0a4edae580,24,-4,2021-03-30T00:00:00+00:00,2021-06-07T19:00:12+00:00
2172,3078,CVE-2021-30074,docsifyjs,docsify,c24f7f6f0b87a87f6dd3755f69eb0969ebb029c9,4,4,2021-04-02T00:00:00+00:00,2021-04-02T20:40:10+00:00
2175,3084,CVE-2021-31597,mjwwit,node-XMLHttpRequest,bf53329b61ca6afc5d28f6b8d2dc2e3ca740a9b2,0,0,2021-04-22T00:00:00+00:00,2021-04-22T23:52:48+00:00
2182,3091,CVE-2021-32090,localstack,localstack,01cd169ae5d077693d4c1a4679a95e30b8d44d54,-91,-92,2021-05-07T00:00:00+00:00,2021-05-07T03:52:36+00:00
2183,3092,CVE-2021-3223,node-red,node-red-dashboard,f48f356df966f607ba3d09c27396074b81f2ae97,-10,-11,2021-01-22T00:00:00+00:00,2021-01-26T05:58:52+00:00
2184,3093,CVE-2021-32297,lief-project,LIEF,19e06755e8ce1ecf136360a5c36cded3701ac253,-264,-310,2021-05-07T00:00:00+00:00,2021-09-20T15:26:51+00:00
2188,3100,CVE-2021-32637,authelia,authelia,c62dbd43d6e69ae81530e7c4f8763857f8ff1dda,11,-10,2021-05-12T00:00:00+00:00,2021-05-28T17:00:12+00:00
2189,3101,CVE-2021-32640,websockets,ws,00c425ec77993773d823f018f64a5c44e17023ff,1,-4,2021-05-12T00:00:00+00:00,2021-05-25T18:25:09+00:00
2190,3103,CVE-2021-32643,http4s,http4s,52e1890665410b4385e37b96bc49c5e3c708e4e9,176,-79,2021-05-12T00:00:00+00:00,2021-05-27T17:15:11+00:00
2192,3108,CVE-2021-32673,reg-viz,reg-suit,f84ad9c7a22144d6c147dc175c52756c0f444d87,28,-5,2021-05-12T00:00:00+00:00,2021-06-08T17:00:13+00:00
2198,3114,CVE-2021-32699,pterodactyl,wings,e0078eee0a71d61573a94c75e6efcad069d78de3,3,-2,2021-05-12T00:00:00+00:00,2021-06-22T19:20:10+00:00
2201,3118,CVE-2021-32723,PrismJS,prism,d85e30da6755fdbe7f8559f8e75d122297167018,-73,-111,2021-05-12T00:00:00+00:00,2021-06-28T19:15:15+00:00
2206,3126,CVE-2021-32803,isaacs,node-tar,9dbdeb6df8e9dbd96fa9e84341b9d74734be6c20,3,-8,2021-05-12T00:00:00+00:00,2021-08-03T19:05:12+00:00
2207,3128,CVE-2021-32805,dpgaspar,Flask-AppBuilder,6af28521589599b1dbafd6313256229ee9a4fa74,10,-5,2021-05-12T00:00:00+00:00,2021-09-08T17:45:14+00:00
2212,3133,CVE-2021-32817,TryGhost,express-hbs,ff6fad6e357699412d4e916273314e5e7af1500e,-6,-6,2021-05-12T00:00:00+00:00,2021-05-14T18:15:14+00:00
2213,3134,CVE-2021-32819,squirrellyjs,squirrelly,c12418a026f73df645ba927fd29358efe02fed1e,35,35,2021-05-12T00:00:00+00:00,2021-05-14T00:00:00+00:00
2214,3135,CVE-2021-32819,squirrellyjs,squirrelly,dca7a1e7ee91d8a6ffffb655f3f15647486db9da,34,34,2021-05-12T00:00:00+00:00,2021-05-14T00:00:00+00:00
2217,3139,CVE-2021-32838,python-restx,flask-restx,bab31e085f355dd73858fd3715f7ed71849656da,37,-8,2021-05-12T00:00:00+00:00,2021-09-20T17:30:13+00:00
2223,3156,CVE-2021-33194,golang,net,37e1c6afe02340126705deced573a85ab75209d7,-18,-20,2021-05-19T00:00:00+00:00,2021-05-26T14:49:46+00:00
2226,3159,CVE-2021-33430,numpy,numpy,ae317fd9ff3e79c0eac357d723bfc29cbd625f2e,-89,-2197,2021-05-20T00:00:00+00:00,2021-12-17T18:36:51+00:00
2229,3163,CVE-2021-33587,fb55,css-what,4cdaacfd0d4b6fd00614be030da0dea6c2994655,5,5,2021-05-27T00:00:00+00:00,2021-05-28T00:00:00+00:00
2231,3165,CVE-2021-3377,drudru,ansi_up,c8c726ed1db979bae4f257b7fa41775155ba2e27,0,-1,2021-02-01T00:00:00+00:00,2021-03-05T19:03:58+00:00
2232,3166,CVE-2021-33813,hunterhacker,jdom,dd4f3c2fc7893edd914954c73eb577f925a7d361,8,8,2021-06-03T00:00:00+00:00,2021-06-16T11:18:14+00:00
2233,3167,CVE-2021-33880,aaugustin,websockets,547a26b685d08cac0aa64e5e65f7867ac0ea9bc0,-41,-42,2021-06-06T00:00:00+00:00,2021-06-06T14:05:45+00:00
2236,3171,CVE-2021-34552,python-pillow,Pillow,31c473898c29d1b7cb6555ce67d9503a4906b83f,127,-55,2021-06-10T00:00:00+00:00,2021-07-13T00:00:00+00:00
2242,3181,CVE-2021-3645,viking04,merge,baba40332080b38b33840d2614df6d4142dedaf6,5,-7,2021-07-14T00:00:00+00:00,2021-09-10T11:04:25+00:00
2248,3188,CVE-2021-3702,ansible,ansible-runner,93e95a3df9021a38010386d07df121392d249253,-395,-681,2021-08-12T00:00:00+00:00,2022-08-23T15:51:01+00:00
2249,3189,CVE-2021-37136,netty,netty,41d3d61a61608f2223bb364955ab2045dd5e4020,92,-44,2021-07-20T00:00:00+00:00,2021-10-19T00:00:00+00:00
2250,3190,CVE-2021-37137,netty,netty,6da4956b31023ae967451e1d94ff51a746a9194f,93,-43,2021-07-20T00:00:00+00:00,2021-10-19T00:00:00+00:00
2252,3192,CVE-2021-37533,apache,commons-net,4fe1bae56e53f32756b1ca3296f3dd2c45e3e060,205,-42,2021-07-26T00:00:00+00:00,2022-12-03T00:00:00+00:00
2256,3197,CVE-2021-3762,quay,claircore,691f2023a1720a0579e688b69a2f4bfe1f4b7821,3,-129,2021-09-03T00:00:00+00:00,2022-03-03T21:41:19+00:00
2260,3264,CVE-2021-37705,microsoft,onefuzz,2fcb4998887959b4fa11894a068d689189742cb1,28,-1,2021-07-29T00:00:00+00:00,2021-08-13T20:15:11+00:00
2261,3265,CVE-2021-37712,isaacs,node-tar,3aaf19b2501bbddb145d92b3322c80dcaed3c35f,25,-11,2021-07-29T00:00:00+00:00,2021-08-31T00:00:00+00:00
2262,3266,CVE-2021-37712,isaacs,node-tar,b6162c7fafe797f856564ef37f4b82747f051455,26,-10,2021-07-29T00:00:00+00:00,2021-08-31T00:00:00+00:00
2263,3267,CVE-2021-37713,isaacs,node-tar,875a37e3ec031186fc6599f6807341f56c584598,27,-9,2021-07-29T00:00:00+00:00,2021-08-31T16:50:09+00:00
2289,3304,CVE-2021-39157,sonicdoe,detect-character-encoding,992a11007fff6cfd40b952150ab8d30410c4a20a,-38,-42,2021-08-16T00:00:00+00:00,2021-08-24T18:15:11+00:00
2292,3310,CVE-2021-39176,sonicdoe,detect-character-encoding,d44356927b92e3b13e178071bf6d7c671766f588,-125,-129,2021-08-16T00:00:00+00:00,2021-08-31T18:05:12+00:00
2294,3312,CVE-2021-39178,vercel,next.js,7afc97c5744b38bdf36aa7f87625f438224688aa,80,-7,2021-08-16T00:00:00+00:00,2021-08-30T23:55:09+00:00
2298,3316,CVE-2021-39182,Morgan-Phoenix,EnroCrypt,e652d56ac60eadfc26489ab83927af13a9b9d8ce,17,-2,2021-08-16T00:00:00+00:00,2021-11-08T14:15:11+00:00
2299,3317,CVE-2021-39187,parse-community,parse-server,308668c89474223e2448be92d6823b52c1c313ec,24,-3,2021-08-16T00:00:00+00:00,2021-09-02T15:35:11+00:00
2302,3325,CVE-2021-39229,caronc,apprise,e20fce630d55e4ca9b0a1e325a5fea6997489831,3,-11,2021-08-16T00:00:00+00:00,2021-09-20T21:20:11+00:00
2303,3326,CVE-2021-39236,apache,ozone,60e078729e18ef1be276f35659957ac553d266f7,-627,-896,2021-08-17T00:00:00+00:00,2021-11-19T09:20:25+00:00
2309,3332,CVE-2021-3986,janeczku,calibre-web,6f5390ead5df9779ac81fadefffb476e03f93548,0,-1160,2021-11-20T11:08:36+00:00,2024-11-15T10:52:21+00:00
2310,3333,CVE-2021-3987,janeczku,calibre-web,bcdc97641447965af486964537f3821f47b28874,0,-1158,2021-11-20T12:01:47+00:00,2024-11-15T10:52:29+00:00
2311,3334,CVE-2021-3988,janeczku,calibre-web,7ad419dc8c12180e842a82118f4866ac3d074bc5,0,-1157,2021-11-20T12:40:59+00:00,2024-11-15T10:52:39+00:00
2314,3337,CVE-2021-40323,cobbler,cobbler,d8f60bbf14a838c8c8a1dba98086b223e35fe70a,59,-41,2021-08-30T00:00:00+00:00,2021-10-04T05:37:50+00:00
2315,3338,CVE-2021-40324,cobbler,cobbler,d8f60bbf14a838c8c8a1dba98086b223e35fe70a,59,-41,2021-08-30T00:00:00+00:00,2021-10-04T05:39:51+00:00
2316,3339,CVE-2021-40325,cobbler,cobbler,d8f60bbf14a838c8c8a1dba98086b223e35fe70a,59,-41,2021-08-30T00:00:00+00:00,2021-10-04T05:43:54+00:00
2319,3342,CVE-2021-4041,ansible,ansible-runner,3533f265f4349a3f2a0283158cd01b59a6bbc7bd,-58,-116,2021-12-02T00:00:00+00:00,2022-08-24T15:11:13+00:00
2323,3346,CVE-2021-40823,matrix-org,matrix-js-sdk,894c24880da0e1cc81818f51c0db80e3c9fb2be9,39,-5,2021-09-09T00:00:00+00:00,2021-09-13T18:45:50+00:00
2327,3350,CVE-2021-40839,aresch,rencode,572ff74586d9b1daab904c6f7f7009ce0143bb75,0,0,2021-09-10T00:00:00+00:00,2021-09-10T01:03:33+00:00
2330,3353,CVE-2021-4103,vanessa219,vditor,8d4d0889dd72b2f839e93a49db3da3a370416c7d,16,-3,2021-12-12T00:00:00+00:00,2022-01-23T01:45:11+00:00
2338,3362,CVE-2021-41104,esphome,esphome,2234f6aacf8cc653307fed80f3750317a82c4f83,119,-4,2021-09-15T00:00:00+00:00,2021-09-28T15:15:11+00:00
2339,3363,CVE-2021-41104,esphome,esphome,be965a60eba6bb769e2a5afdbc8eed132f077a59,117,-6,2021-09-15T00:00:00+00:00,2021-09-28T15:15:11+00:00
2343,3367,CVE-2021-41131,theupdateframework,python-tuf,4ad7ae48fda594b640139c3b7eae21ed5155a102,76,-2,2021-09-15T00:00:00+00:00,2021-10-19T17:50:11+00:00
2344,3369,CVE-2021-41134,jupyter,nbdime,e44a5cc7677f24b45ebafc756db49058c2f750ea,14,-3,2021-09-15T00:00:00+00:00,2021-11-03T17:50:10+00:00
2346,3372,CVE-2021-41167,nicolas-van,modern-async,0010d28de1b15d51db3976080e26357fa7144436,48,-15,2021-09-15T00:00:00+00:00,2021-10-20T18:25:12+00:00
2347,3374,CVE-2021-41184,jquery,jquery-ui,effa323f1505f2ce7a324e4f429fa9032c72f280,-19,-28,2021-09-15T00:00:00+00:00,2021-10-26T00:00:00+00:00
2348,3375,CVE-2021-41189,DSpace,DSpace,277b499a5cd3a4f5eb2370513a1b7e4ec2a6e041,243,-14,2021-09-15T00:00:00+00:00,2021-10-29T17:25:10+00:00
2349,3376,CVE-2021-41189,DSpace,DSpace,c3bea16ab911606e15ae96c97a1575e1ffb14f8a,248,-9,2021-09-15T00:00:00+00:00,2021-10-29T17:25:10+00:00
2353,3417,CVE-2021-41246,auth0,express-openid-connect,5ab67ff2bd84f76674066b5e129b43ab5f2f430f,15,-1,2021-09-15T00:00:00+00:00,2021-12-09T15:55:10+00:00
2358,3423,CVE-2021-41265,dpgaspar,Flask-AppBuilder,eba517aab121afa3f3f2edb011ec6bc4efd61fbc,4,-16,2021-09-15T00:00:00+00:00,2021-12-09T16:40:11+00:00
2359,3424,CVE-2021-41269,jmrozanec,cron-utils,cfd2880f80e62ea74b92fa83474c2aabdb9899da,26,-6,2021-09-15T00:00:00+00:00,2021-11-15T20:30:14+00:00
2360,3425,CVE-2021-41269,jmrozanec,cron-utils,d6707503ec2f20947f79e38f861dba93b39df9da,25,-7,2021-09-15T00:00:00+00:00,2021-11-15T20:30:14+00:00
2365,3431,CVE-2021-4164,janeczku,calibre-web,785726deee13b4d56f6c3503dd57c1e3eb7d6f30,2,-35,2021-12-24T00:00:00+00:00,2022-01-17T12:35:10+00:00
2366,3432,CVE-2021-4170,janeczku,calibre-web,7ad419dc8c12180e842a82118f4866ac3d074bc5,-78,-112,2021-12-25T00:00:00+00:00,2022-01-16T20:55:10+00:00
2367,3433,CVE-2021-4171,janeczku,calibre-web,3e0d8763c377d2146462811e3e4ccf13f0d312ce,2,-31,2021-12-26T00:00:00+00:00,2022-01-17T09:45:10+00:00
2368,3434,CVE-2021-41766,apache,karaf,b42c82ca3b9a22bd92d249a1060a1953f4188bc2,69,-21,2021-09-27T00:00:00+00:00,2022-01-26T11:10:11+00:00
2369,3436,CVE-2021-4180,openstack,tripleo-heat-templates,160936df134a471cfd245bd60964046027a571ea,-17,-264,2021-12-27T00:00:00+00:00,2022-03-23T19:46:20+00:00
2370,3437,CVE-2021-4180,openstack,tripleo-heat-templates,2b9461e97fc5c4ceb0848d1cc4484f656bb85515,8,-239,2021-12-27T00:00:00+00:00,2022-03-23T19:46:20+00:00
2376,3447,CVE-2021-4236,ecnepsnai,web,5a78f8d5c41ce60dcf9f61aaf47a7a8dc3e0002f,-27,-32,2022-07-29T19:01:04+00:00,2022-12-27T21:13:45+00:00
2384,3457,CVE-2021-4272,studygolang,studygolang,0fb30f9640bd5fa0cae58922eac6c00bb1a94391,-22,-22,2022-12-21T00:00:00+00:00,2022-12-21T00:00:00+00:00
2400,3474,CVE-2021-4329,jwadhams,json-logic-js,c1dd82f5b15d8a553bb7a0cfa841ab8a11a9c227,-2,-2,2023-03-03T07:56:45+00:00,2023-03-05T19:00:05+00:00
2405,3479,CVE-2021-43572,starkbank,ecdsa-python,d136170666e9510eb63c2572551805807bd4c17f,-3,-5,2021-11-09T00:00:00+00:00,2021-11-09T21:05:20+00:00
2414,3492,CVE-2021-43795,line,armeria,e2697a575e9df6692b423e02d731f293c1313284,16,-9,2021-11-16T00:00:00+00:00,2021-12-02T18:00:11+00:00
2415,3493,CVE-2021-43797,netty,netty,07aa6b5938a8b6ed7a6586e066400e2643897323,20,1,2021-11-16T00:00:00+00:00,2021-12-09T00:00:00+00:00
2416,3494,CVE-2021-43798,grafana,grafana,c798c0e958d15d9cc7f27c72113d572fa58545ce,406,-1,2021-11-16T00:00:00+00:00,2021-12-07T18:25:10+00:00
2417,3495,CVE-2021-43803,vercel,next.js,6d98b4fb4315dec1badecf0e9bdc212a4272b264,152,-53,2021-11-16T00:00:00+00:00,2021-12-09T23:50:10+00:00
2420,3499,CVE-2021-43815,grafana,grafana,d6ec6f8ad28f0212e584406730f939105ff6c6d3,433,-2,2021-11-16T00:00:00+00:00,2021-12-10T20:40:11+00:00
2421,3500,CVE-2021-43815,grafana,grafana,fd48aee61e4328aae8d5303a9efd045fa0ca308d,435,0,2021-11-16T00:00:00+00:00,2021-12-10T20:40:11+00:00
2427,3508,CVE-2021-43838,yhatt,jsx-slack,36e4a10405e4c7745333e245fcc5029c02c7065d,49,-5,2021-11-16T00:00:00+00:00,2021-12-17T18:20:11+00:00
2428,3509,CVE-2021-43843,yhatt,jsx-slack,46bc88391d89d5fda4ce689e18ca080bcdd29ecc,56,-5,2021-11-16T00:00:00+00:00,2021-12-20T21:15:12+00:00
2430,3513,CVE-2021-43861,mermaid-js,mermaid,066b7a0d0bda274d94a2f2d21e4323dab5776d83,154,-2,2021-11-16T00:00:00+00:00,2021-12-30T13:40:11+00:00
2436,3524,CVE-2021-44550,stanfordnlp,CoreNLP,5ee097dbede547023e88f60ed3f430ff09398b87,-11,-50,2021-12-06T00:00:00+00:00,2022-02-23T20:19:17+00:00
2441,3529,CVE-2021-44906,minimistjs,minimist,34e20b8461118608703d6485326abbb8e35e1703,52,52,2021-12-13T00:00:00+00:00,2022-03-17T13:05:57+00:00
2442,3530,CVE-2021-44906,minimistjs,minimist,bc8ecee43875261f4f17eb20b1243d3ed15e70eb,0,0,2021-12-13T00:00:00+00:00,2022-03-17T13:05:57+00:00
2443,3531,CVE-2021-44906,minimistjs,minimist,c2b981977fa834b223b408cfb860f933c9811e4d,1,1,2021-12-13T00:00:00+00:00,2022-03-17T13:05:57+00:00
2444,3532,CVE-2021-44906,minimistjs,minimist,ef9153fc52b6cea0744b2239921c5dcae4697f11,2,2,2021-12-13T00:00:00+00:00,2022-03-17T13:05:57+00:00
2446,3534,CVE-2021-45083,cobbler,cobbler,10b2112db83fedfc391e900edfedc2b4e507d3f7,88,-6,2021-12-16T00:00:00+00:00,2022-02-20T17:56:11+00:00
2447,3535,CVE-2021-45459,coreybutler,node-windows,a379d31366edbd7a672a981e6c09e185ab448dd3,-1,-1,2021-12-22T00:00:00+00:00,2021-12-22T05:26:49+00:00
2450,3538,CVE-2021-46398,filebrowser,filebrowser,74b7cd8e81840537a8206317344f118093153e8d,-29,-31,2022-01-18T00:00:00+00:00,2022-02-04T15:05:05+00:00
2464,3554,CVE-2022-0273,janeczku,calibre-web,0c0313f375bed7b035c8c0482bbb09599e16bfcf,2,-40,2022-01-18T00:00:00+00:00,2022-01-30T13:21:51+00:00
2469,3559,CVE-2022-0339,janeczku,calibre-web,35f6f4c727c887f8f3607fe3233dbc1980d15020,6,-33,2022-01-22T00:00:00+00:00,2022-01-30T13:17:54+00:00
2470,3560,CVE-2022-0339,janeczku,calibre-web,3b216bfa07ec7992eff03e55d61732af6df9bb92,4,-35,2022-01-22T00:00:00+00:00,2022-01-30T13:17:54+00:00
2471,3561,CVE-2022-0341,vanessa219,vditor,219f8a9e272aba3cbc0096a82cac776532dbb9e5,-2,-15,2022-01-24T00:00:00+00:00,2022-03-14T04:10:09+00:00
2472,3562,CVE-2022-0350,vanessa219,vditor,e912e36ea98251d700499b1ac7702708d3398476,30,-1,2022-01-24T00:00:00+00:00,2022-03-31T15:15:14+00:00
2473,3563,CVE-2022-0352,janeczku,calibre-web,6bf07539788004513c3692c074ebc7ba4ce005e1,-13,-34,2022-01-24T00:00:00+00:00,2022-01-28T21:29:15+00:00
2483,3574,CVE-2022-0538,jenkinsci,jenkins,8276aef4cc3dd81810fe6bdf6fa48141632c4636,-8,-10,2022-02-08T00:00:00+00:00,2022-02-09T13:30:15+00:00
2491,3588,CVE-2022-0766,janeczku,calibre-web,965352c8d96c9eae7a6867ff76b0db137d04b0b8,0,-5,2022-02-26T00:00:00+00:00,2022-03-07T07:05:19+00:00
2492,3589,CVE-2022-0767,janeczku,calibre-web,965352c8d96c9eae7a6867ff76b0db137d04b0b8,0,-5,2022-02-26T00:00:00+00:00,2022-03-07T07:05:11+00:00
2496,3594,CVE-2022-0860,cobbler,cobbler,9044aa990a94752fa5bd5a24051adde099280bfa,35,-7,2022-03-04T00:00:00+00:00,2022-03-11T12:50:10+00:00
2499,3597,CVE-2022-0905,go-gitea,gitea,1314f38b59748397b3429fb9bc9f9d6bac85d2f2,4,1,2022-03-09T00:00:00+00:00,2022-03-10T00:00:00+00:00
2502,3600,CVE-2022-1025,argoproj,argo-cd,af03b291d4b7e9d3ce9a6580ae9c8141af0e05cf,13,-354,2022-03-18T00:00:00+00:00,2022-07-12T20:39:54+00:00
2515,3616,CVE-2022-1708,cri-o,cri-o,f032cf649ecc7e0c46718bd9e7814bfb317cb544,58,-5,2022-05-13T00:00:00+00:00,2022-06-07T17:43:56+00:00
2518,3619,CVE-2022-1928,go-gitea,gitea,65e0688a5c9dacad50e71024b7529fdf0e3c2e9c,2,-2,2022-05-28T00:00:00+00:00,2022-05-29T00:00:00+00:00
2526,3627,CVE-2022-20612,jenkinsci,jenkins,b5c3764681f3b4ce83d0e78f6a9327925640d57e,228,-88,2021-10-28T00:00:00+00:00,2022-01-12T19:05:44+00:00
2529,3630,CVE-2022-20615,jenkinsci,matrix-project-plugin,78cc60556304965ffb2dd8c017bf61d4f153f5ea,0,-6,2021-10-28T00:00:00+00:00,2022-01-12T19:05:49+00:00
2530,3631,CVE-2022-20616,jenkinsci,credentials-binding-plugin,2dd5eda721e52d9a5bf6748405adf965ba517d8a,3,-7,2021-10-28T00:00:00+00:00,2022-01-12T19:05:51+00:00
2532,3633,CVE-2022-20618,jenkinsci,bitbucket-branch-source-plugin,467ed6c94af8735c4755d53145a54325ae82d073,32,-3,2021-10-28T00:00:00+00:00,2022-01-12T19:05:54+00:00
2533,3634,CVE-2022-20619,jenkinsci,bitbucket-branch-source-plugin,a596f651a4b3bfe31a087c4d392e81c0167ab551,23,-12,2021-10-28T00:00:00+00:00,2022-01-12T19:05:56+00:00
2538,3639,CVE-2022-21144,libxmljs,libxmljs,2501807bde9b38cfaed06d1e140487516d91379d,1,-2,2022-02-24T00:00:00+00:00,2022-05-01T15:25:10+00:00
2542,3643,CVE-2022-21187,vcs-python,vcspull,e1b77128a1fa0754625b5f43d8bc47956f21f33e,145,-7,2022-02-24T00:00:00+00:00,2022-03-14T17:15:17+00:00
2544,3645,CVE-2022-21191,rosen-vladimirov,global-modules-path,edbdaff077ea0cf295b1469923c06bbccad3c180,14,-4,2022-02-24T11:58:23+00:00,2023-01-13T05:00:01+00:00
2545,3648,CVE-2022-21213,mout,mout,17ffdc2a96417a63a0147156dc045e90d0d14c64,3,3,2022-02-24T00:00:00+00:00,2022-06-17T20:05:12+00:00
2548,3651,CVE-2022-21222,fb55,css-what,dc510929790da6617e7aa93a616498b22f6a6b72,-609,-764,2022-02-24T00:00:00+00:00,2022-09-30T05:05:11+00:00
2551,3655,CVE-2022-21659,dpgaspar,Flask-AppBuilder,e2b744c258ff62ece9d5ac7172c3b4644ff4c2fe,23,-3,2021-11-16T00:00:00+00:00,2022-01-31T20:20:40+00:00
2553,3657,CVE-2022-21668,pypa,pipenv,439782a8ae36c4762c88e43d5f0d8e563371b46f,35,-8,2021-11-16T00:00:00+00:00,2022-01-10T20:20:16+00:00
2554,3658,CVE-2022-21670,markdown-it,markdown-it,ffc49ab46b5b751cd2be0aabb146f2ef84986101,8,-2,2021-11-16T00:00:00+00:00,2022-01-10T20:40:10+00:00
