cve,owner,repo,patch,reserve_idx_diff,publish_idx_diff,reserve_time,publish_time
CVE-2021-4238,Masterminds,goutils,869801f20f9f1e7ecdbdb6422049d8241270d5e1,-2,-2,2022-07-29T19:56:49+00:00,2022-12-27T21:13:50+00:00
CVE-2021-4239,flynn,noise,2499bf1bad239a8316c32932a993642350b3afdb,-1,-2,2022-07-29T20:06:51+00:00,2022-12-27T21:13:53+00:00
CVE-2021-4245,chbrown,rfc6902,c006ce9faa43d31edb34924f1df7b79c137096cf,-13,-13,2022-12-15T00:00:00+00:00,2022-12-15T00:00:00+00:00
CVE-2021-42550,qos-ch,logback,87291079a1de9369ac67e20dc70a8fdc7cc4359c,14,2,2021-10-15T00:00:00+00:00,2021-12-16T00:00:00+00:00
CVE-2021-42550,qos-ch,logback,ef4fc4186b74b45ce80d86833820106ff27edd42,13,1,2021-10-15T00:00:00+00:00,2021-12-16T00:00:00+00:00
CVE-2021-42576,microcosm-cc,bluemonday,c788a2a4d42e081ad54a31368478820bb4a42fb4,0,0,2021-10-18T00:00:00+00:00,2021-10-18T14:36:43+00:00
CVE-2021-4260,mannyvergel,oils-js,fad8fbae824a7d367dacb90d56cb02c5cb999d42,-6,-6,2022-12-19T00:00:00+00:00,2022-12-19T00:00:00+00:00
CVE-2021-4263,leanote,leanote,0f9733c890077942150696dcc6d2b1482b7a0a19,-1,-1,2022-12-21T00:00:00+00:00,2022-12-21T00:00:00+00:00
CVE-2021-4264,linkedin,dustjs,ddb6523832465d38c9d80189e9de60519ac307c3,-11,-11,2022-12-21T00:00:00+00:00,2022-12-21T00:00:00+00:00
CVE-2021-4272,studygolang,studygolang,0fb30f9640bd5fa0cae58922eac6c00bb1a94391,-22,-22,2022-12-21T00:00:00+00:00,2022-12-21T00:00:00+00:00
CVE-2021-42740,ljharb,shell-quote,5799416ed454aa4ec9afafc895b4e31760ea1abe,0,-1,2021-10-20T00:00:00+00:00,2021-10-21T14:46:08+00:00
CVE-2021-42771,python-babel,babel,412015ef642bfcc0d8ba8f4d05cdbb6aac98d9b3,-7,-7,2021-10-20T00:00:00+00:00,2021-10-20T20:05:35+00:00
CVE-2021-4278,cronvel,tree-kit,a63f559c50d70e8cb2eaae670dec25d1dbc4afcd,-11,-11,2022-12-25T15:52:09+00:00,2022-12-25T15:53:03+00:00
CVE-2021-4279,Starcounter-Jack,JSON-Patch,7ad6af41eabb2d799f698740a91284d762c955c9,-13,-13,2022-12-25T19:39:51+00:00,2022-12-25T19:41:48+00:00
CVE-2021-42836,tidwall,gjson,590010fdac311cc8990ef5c97448d4fec8f29944,-4,-6,2021-10-22T00:00:00+00:00,2021-10-22T17:22:47+00:00
CVE-2021-42836,tidwall,gjson,77a57fda87dca6d0d7d4627d512a630f89a91c96,-3,-5,2021-10-22T00:00:00+00:00,2021-10-22T17:22:47+00:00
CVE-2021-4286,cocagne,pysrp,dba52642f5e95d3da7af1780561213ee6053195f,-15,-15,2022-12-27T10:19:36+00:00,2022-12-27T10:21:16+00:00
CVE-2021-4287,ReFirmLabs,binwalk,fa0c0bd59b8588814756942fe4cb5452e76c1dcd,-4,-4,2022-12-27T10:31:18+00:00,2022-12-27T10:32:41+00:00
CVE-2021-4294,openshift,osin,8612686d6dda34ae9ef6b5a974e4b7accb4fea29,-11,-11,2022-12-28T16:49:47+00:00,2022-12-28T16:51:34+00:00
CVE-2021-4299,cronvel,string-kit,9cac4c298ee92c1695b0695951f1488884a7ca73,-36,-36,2023-01-02T07:55:14+00:00,2023-01-02T07:57:07+00:00
CVE-2021-4305,Woorank,robots-txt-guard,c03827cd2f9933619c23894ce7c98401ea824020,-12,-12,2023-01-05T10:01:45+00:00,2023-01-05T10:03:09+00:00
CVE-2021-4306,cronvel,terminal-kit,a2e446cc3927b559d0281683feb9b821e83b758c,-71,-71,2023-01-07T16:28:18+00:00,2023-01-07T16:29:08+00:00
CVE-2021-4307,Yomguithereal,baobab,c56639532a923d9a1600fb863ec7551b188b5d19,-2,-2,2023-01-07T19:27:56+00:00,2023-01-07T19:28:32+00:00
CVE-2021-43090,membrane,soa-model,19de16902468e7963cc4dc6b544574bc1ea3f251,-2,-4,2021-11-01T00:00:00+00:00,2022-03-25T15:47:12+00:00
CVE-2021-43138,caolan,async,e1ecdbf79264f9ab488c7799f4c76996d5dca66d,-4,-48,2021-11-01T00:00:00+00:00,2022-04-06T00:00:00+00:00
CVE-2021-4315,NYUCCL,psiTurk,47787e15cecd66f2aa87687bf852ae0194a4335f,-21,-21,2023-01-27T22:39:05+00:00,2023-01-28T22:58:03+00:00
CVE-2021-4329,jwadhams,json-logic-js,c1dd82f5b15d8a553bb7a0cfa841ab8a11a9c227,-2,-2,2023-03-03T07:56:45+00:00,2023-03-05T19:00:05+00:00
CVE-2021-43306,jquery-validation,jquery-validation,69cb17ed774b427f7e2ffcdf197968231725c30e,9,-5,2021-11-03T00:00:00+00:00,2022-06-01T16:47:27+00:00
CVE-2021-43307,sindresorhus,semver-regex,d8ba39a528c1027c43ab23f12eec28ca4d40dd0c,1,-3,2021-11-03T00:00:00+00:00,2022-06-01T16:47:38+00:00
CVE-2021-43309,litejs,uri-template-lite,cbeec2b2a275d819fb534137a155df14729706f8,7,-1,2021-11-03T00:00:00+00:00,2022-08-24T15:48:36+00:00
CVE-2021-43570,starkbank,ecdsa-java,ed22e484186d6c66d3686bfe39d01bdbabf219b6,-4,-8,2021-11-09T00:00:00+00:00,2021-11-09T21:05:46+00:00
CVE-2021-43572,starkbank,ecdsa-python,d136170666e9510eb63c2572551805807bd4c17f,-3,-5,2021-11-09T00:00:00+00:00,2021-11-09T21:05:20+00:00
CVE-2021-43577,jenkinsci,dependency-check-plugin,c10d1496f9f0301e276daecea88161a905fca6d4,0,0,2021-11-11T00:00:00+00:00,2021-11-12T10:35:21+00:00
CVE-2021-43775,aimhubio,aim,b9e53df5e32d14bbd3a2c738e2db7187fb531e93,0,-24,2021-11-16T00:00:00+00:00,2021-11-23T19:15:13+00:00
CVE-2021-43781,inveniosoftware,invenio-drafts-resources,039b0cff1ad4b952000f4d8c3a93f347108b6626,2,-2,2021-11-16T00:00:00+00:00,2021-12-06T17:45:10+00:00
CVE-2021-43783,backstage,backstage,f9352ab606367cd9efc6ff048915c70ed3013b7f,411,-132,2021-11-16T00:00:00+00:00,2021-11-29T19:20:09+00:00
CVE-2021-43784,opencontainers,runc,9c444070ec7bb83995dbc0185da68284da71c554,-792,-826,2021-11-16T00:00:00+00:00,2021-12-06T00:00:00+00:00
CVE-2021-43784,opencontainers,runc,d72d057ba794164c3cce9451a00b72a78b25e1ae,5,-29,2021-11-16T00:00:00+00:00,2021-12-06T00:00:00+00:00
CVE-2021-43784,opencontainers,runc,dde509df4e28cec33b3c99c6cda3d4fd5beafc77,6,-28,2021-11-16T00:00:00+00:00,2021-12-06T00:00:00+00:00
CVE-2021-43785,joeattardi,emoji-button,05970c09180cd27fff493e998ac5bf0468b1bb16,0,-3,2021-11-16T00:00:00+00:00,2021-11-26T18:20:11+00:00
CVE-2021-43785,joeattardi,emoji-button,fe54bef107eb3f74873a4018f2ff49fa124c6a2e,2,-1,2021-11-16T00:00:00+00:00,2021-11-26T18:20:11+00:00
CVE-2021-43786,NodeBB,NodeBB,04dab1d550cdebf4c1567bca9a51f8b9ca48a500,-159,-252,2021-11-16T00:00:00+00:00,2021-11-29T19:30:17+00:00
CVE-2021-43787,NodeBB,NodeBB,1783f918bc19568f421473824461ff2ed7755e4c,-160,-253,2021-11-16T00:00:00+00:00,2021-11-29T19:30:11+00:00
CVE-2021-43788,NodeBB,NodeBB,c8b2fc46dc698db687379106b3f01c71b80f495f,-161,-254,2021-11-16T00:00:00+00:00,2021-11-29T19:35:12+00:00
CVE-2021-43795,line,armeria,e2697a575e9df6692b423e02d731f293c1313284,16,-9,2021-11-16T00:00:00+00:00,2021-12-02T18:00:11+00:00
CVE-2021-43797,netty,netty,07aa6b5938a8b6ed7a6586e066400e2643897323,20,1,2021-11-16T00:00:00+00:00,2021-12-09T00:00:00+00:00
CVE-2021-43798,grafana,grafana,c798c0e958d15d9cc7f27c72113d572fa58545ce,406,-1,2021-11-16T00:00:00+00:00,2021-12-07T18:25:10+00:00
CVE-2021-43803,vercel,next.js,6d98b4fb4315dec1badecf0e9bdc212a4272b264,152,-53,2021-11-16T00:00:00+00:00,2021-12-09T23:50:10+00:00
CVE-2021-43807,opencast,opencast,59cb6731067283e54f15462be38b6117d8b9ea8b,-1060,-1218,2021-11-16T00:00:00+00:00,2021-12-14T18:10:11+00:00
CVE-2021-43807,opencast,opencast,8f8271e1085f6f8e306c689d6a56b0bb8d076444,-1059,-1217,2021-11-16T00:00:00+00:00,2021-12-14T18:10:11+00:00
CVE-2021-43812,auth0,nextjs-auth0,0bbd9f8a0c93af51f607f28633b5fb18c5e48ad6,6,-2,2021-11-16T00:00:00+00:00,2021-12-16T18:20:12+00:00
CVE-2021-43815,grafana,grafana,d6ec6f8ad28f0212e584406730f939105ff6c6d3,433,-2,2021-11-16T00:00:00+00:00,2021-12-10T20:40:11+00:00
CVE-2021-43815,grafana,grafana,fd48aee61e4328aae8d5303a9efd045fa0ca308d,435,0,2021-11-16T00:00:00+00:00,2021-12-10T20:40:11+00:00
CVE-2021-43816,containerd,containerd,a731039238c62be081eb8c31525b988415745eea,-1275,-1461,2021-11-16T00:00:00+00:00,2022-01-05T18:55:10+00:00
CVE-2021-43818,lxml,lxml,12fa9669007180a7bb87d990c375cf91ca5b664a,-2,-33,2021-11-16T00:00:00+00:00,2021-12-13T18:05:12+00:00
CVE-2021-43818,lxml,lxml,a3eacbc0dcf1de1c822ec29fb7d090a4b1712a9c,19,-12,2021-11-16T00:00:00+00:00,2021-12-13T18:05:12+00:00
CVE-2021-43818,lxml,lxml,f2330237440df7e8f39c3ad1b1aa8852be3b27c0,-1,-32,2021-11-16T00:00:00+00:00,2021-12-13T18:05:12+00:00
CVE-2021-43821,opencast,opencast,65c46b9d3e8f045c544881059923134571897764,142,-16,2021-11-16T00:00:00+00:00,2021-12-14T19:15:12+00:00
CVE-2021-43831,gradio-app,gradio,41bd3645bdb616e1248b2167ca83636a2653f781,56,-14,2021-11-16T00:00:00+00:00,2021-12-15T19:50:10+00:00
CVE-2021-43837,peopledoc,vault-cli,3ba3955887fd6b7d4d646c8b260f21cebf5db852,2,-2,2021-11-16T00:00:00+00:00,2021-12-16T18:55:14+00:00
CVE-2021-43838,yhatt,jsx-slack,36e4a10405e4c7745333e245fcc5029c02c7065d,49,-5,2021-11-16T00:00:00+00:00,2021-12-17T18:20:11+00:00
CVE-2021-43843,yhatt,jsx-slack,46bc88391d89d5fda4ce689e18ca080bcdd29ecc,56,-5,2021-11-16T00:00:00+00:00,2021-12-20T21:15:12+00:00
CVE-2021-43849,NiklasMerz,cordova-plugin-fingerprint-aio,27434a240f97f69fd930088654590c8ba43569df,15,-2,2021-11-16T00:00:00+00:00,2021-12-23T16:20:10+00:00
CVE-2021-43854,nltk,nltk,1405aad979c6b8080dbbc8e0858f89b2e3690341,9,-47,2021-11-16T00:00:00+00:00,2021-12-23T17:55:11+00:00
CVE-2021-43857,Gerapy,Gerapy,49bcb19be5e0320e7e1535f34fe00f16a3cf3b28,1,-11,2021-11-16T00:00:00+00:00,2021-12-27T18:30:10+00:00
CVE-2021-43861,mermaid-js,mermaid,066b7a0d0bda274d94a2f2d21e4323dab5776d83,154,-2,2021-11-16T00:00:00+00:00,2021-12-30T13:40:11+00:00
CVE-2021-43862,jcubic,jquery.terminal,77eb044d0896e990d48a9157f0bc6648f81a84b5,47,-1,2021-11-16T00:00:00+00:00,2021-12-30T14:15:12+00:00
CVE-2021-43980,apache,tomcat,170e0f792bd18ff031677890ba2fe50eb7a376c1,1022,-1390,2021-11-17T00:00:00+00:00,2022-09-28T00:00:00+00:00
CVE-2021-43980,apache,tomcat,17f177eeb7df5938f67ef9ea580411b120195f13,1024,-1388,2021-11-17T00:00:00+00:00,2022-09-28T00:00:00+00:00
CVE-2021-43980,apache,tomcat,4a00b0c0890538b9d3107eef8f2e0afadd119beb,1025,-1387,2021-11-17T00:00:00+00:00,2022-09-28T00:00:00+00:00
CVE-2021-43980,apache,tomcat,9651b83a1d04583791525e5f0c4c9089f678d9fc,1023,-1389,2021-11-17T00:00:00+00:00,2022-09-28T00:00:00+00:00
CVE-2021-44144,CroatiaControlLtd,asterix,3f765d387d239ccc44e278a2ffa600fb6a6587f9,1,1,2021-11-22T00:00:00+00:00,2021-11-22T20:28:50+00:00
CVE-2021-44217,Ericsson,codechecker,72ee51158e6d81150320223b85410c179b9ee2b1,55,-25,2021-11-24T00:00:00+00:00,2022-01-18T15:00:55+00:00
CVE-2021-4437,dbartholomae,lambda-middleware,f689404d830cbc1edd6a1018d3334ff5f44dc6a6,-42,-42,2024-02-11T08:39:30+00:00,2024-02-12T19:31:05+00:00
CVE-2021-4438,kyivstarteam,react-native-sms-user-consent,5423dcb0cd3e4d573b5520a71fa08aa279e4c3c7,-1,-1,2024-04-05T17:26:39+00:00,2024-04-07T09:00:05+00:00
CVE-2021-44420,django,django,d4dcd5b9dd9e462fec8220e33e3e6c822b7e88a6,0,-27,2021-11-29T00:00:00+00:00,2021-12-07T22:55:40+00:00
CVE-2021-44550,stanfordnlp,CoreNLP,5ee097dbede547023e88f60ed3f430ff09398b87,-11,-50,2021-12-06T00:00:00+00:00,2022-02-23T20:19:17+00:00
CVE-2021-44585,jeecgboot,jeecg-boot,dbba190980fe44ab5377703dc1a9487806ee2a91,24,-1,2021-12-06T00:00:00+00:00,2022-03-10T20:02:44+00:00
CVE-2021-44667,alibaba,nacos,cd6d7e33b94f24814701f3faf8b632e5e85444c5,167,2,2021-12-06T00:00:00+00:00,2022-03-11T18:39:02+00:00
CVE-2021-44878,pac4j,pac4j,22b82ffd702a132d9f09da60362fc6264fc281ae,-8,-50,2021-12-13T00:00:00+00:00,2022-01-06T12:52:04+00:00
CVE-2021-44878,pac4j,pac4j,9c87bbc536ed5d05f940ae015403120df2935589,95,53,2021-12-13T00:00:00+00:00,2022-01-06T12:52:04+00:00
CVE-2021-44906,minimistjs,minimist,34e20b8461118608703d6485326abbb8e35e1703,52,52,2021-12-13T00:00:00+00:00,2022-03-17T13:05:57+00:00
CVE-2021-44906,minimistjs,minimist,bc8ecee43875261f4f17eb20b1243d3ed15e70eb,0,0,2021-12-13T00:00:00+00:00,2022-03-17T13:05:57+00:00
CVE-2021-44906,minimistjs,minimist,c2b981977fa834b223b408cfb860f933c9811e4d,1,1,2021-12-13T00:00:00+00:00,2022-03-17T13:05:57+00:00
CVE-2021-44906,minimistjs,minimist,ef9153fc52b6cea0744b2239921c5dcae4697f11,2,2,2021-12-13T00:00:00+00:00,2022-03-17T13:05:57+00:00
CVE-2021-44908,balderdashy,sails,7c5379a656bb305c958df1dcc2b51a9668830358,5,0,2021-12-13T00:00:00+00:00,2022-03-17T11:47:52+00:00
CVE-2021-45083,cobbler,cobbler,10b2112db83fedfc391e900edfedc2b4e507d3f7,88,-6,2021-12-16T00:00:00+00:00,2022-02-20T17:56:11+00:00
CVE-2021-45459,coreybutler,node-windows,a379d31366edbd7a672a981e6c09e185ab448dd3,-1,-1,2021-12-22T00:00:00+00:00,2021-12-22T05:26:49+00:00
CVE-2021-45848,nicotine-plus,nicotine-plus,0e3e2fac27a518f0a84330f1ddf1193424522045,-10,-665,2021-12-27T00:00:00+00:00,2022-03-15T00:00:00+00:00
CVE-2021-46089,jeecgboot,jeecg-boot,baefc1338dd03de36384ce7d5846b08041b488d0,0,-1,2022-01-03T00:00:00+00:00,2022-01-25T14:14:17+00:00
CVE-2021-46398,filebrowser,filebrowser,74b7cd8e81840537a8206317344f118093153e8d,-29,-31,2022-01-18T00:00:00+00:00,2022-02-04T15:05:05+00:00
CVE-2021-46704,genieacs,genieacs,7f295beeecc1c1f14308a93c82413bb334045af6,-21,-21,2022-03-06T00:00:00+00:00,2022-03-06T06:23:47+00:00
CVE-2021-46871,phoenixframework,phoenix_html,62a0139fb716bcdce697f6221244bd81d321d620,-52,-52,2023-01-10T00:00:00+00:00,2023-01-10T00:00:00+00:00
CVE-2021-46877,FasterXML,jackson-databind,3ccde7d938fea547e598fdefe9a82cff37fed5cb,-521,-521,2023-03-18T00:00:00+00:00,2023-03-18T00:00:00+00:00
CVE-2021-46898,sehmaschine,django-grappelli,4ca94bcda0fa2720594506853d85e00c8212968f,-97,-97,2023-10-22T00:00:00+00:00,2023-10-22T00:00:00+00:00
CVE-2021-47621,classgraph,classgraph,681362ad6b0b9d9abaffb2e07099ce54d7a41fa3,-799,-799,2024-06-21T00:00:00+00:00,2024-06-21T00:00:00+00:00
CVE-2022-0084,xnio,xnio,fdefb3b8b715d33387cadc4d48991fb1989b0c12,28,-1,2022-01-03T00:00:00+00:00,2022-08-26T17:25:46+00:00
CVE-2022-0086,transloadit,uppy,fc137e30a2a3102eb191141f280d5de20dacdf8f,1,-2,2022-01-03T00:00:00+00:00,2022-01-04T17:15:11+00:00
CVE-2022-0087,keystonejs,keystone,96bf833a23b1a0a5d365cf394467a943cc481b38,2,-9,2022-01-03T00:00:00+00:00,2022-01-11T23:20:11+00:00
CVE-2022-0122,digitalbazaar,forge,db8016c805371e72b06d8e2edfe0ace0df934a5e,-3,-9,2022-01-05T00:00:00+00:00,2022-01-06T05:00:12+00:00
CVE-2022-0155,follow-redirects,follow-redirects,8b347cbcef7c7b72a6e9be20f5710c17d6163c22,0,-1,2022-01-07T00:00:00+00:00,2022-01-10T19:30:10+00:00
CVE-2022-0177,mrdoob,three.js,0c31bc605e21965aad8a6479bb1969351773f76d,112,-3,2022-01-10T00:00:00+00:00,2022-01-24T20:55:10+00:00
CVE-2022-0219,skylot,jadx,d22db30166e7cb369d72be41382bb63ac8b81c52,11,-1,2022-01-13T00:00:00+00:00,2022-01-20T16:30:11+00:00
CVE-2022-0235,node-fetch,node-fetch,36e47e8a6406185921e4985dcbeff140d73eaa10,2,1,2022-01-14T00:00:00+00:00,2022-01-16T00:00:00+00:00
CVE-2022-0265,hazelcast,hazelcast,4d6b666cd0291abd618c3b95cdbb51aa4208e748,14,-215,2022-01-17T00:00:00+00:00,2022-03-03T21:40:10+00:00
CVE-2022-0272,detekt,detekt,c965a8d2a6bbdb9bcfc6acfa7bbffd3da81f5395,0,-149,2022-01-18T00:00:00+00:00,2022-04-21T16:20:10+00:00
CVE-2022-0273,janeczku,calibre-web,0c0313f375bed7b035c8c0482bbb09599e16bfcf,2,-40,2022-01-18T00:00:00+00:00,2022-01-30T13:21:51+00:00
CVE-2022-0315,horovod,horovod,b96ecae4dc69fc0a83c7c2d3f1dde600c20a1b41,-2,-36,2022-01-20T00:00:00+00:00,2022-03-24T08:30:14+00:00
CVE-2022-0317,google,go-attestation,82f2c9c2c76e1d3691d17ee78116d1d93a123788,0,-1,2022-01-20T00:00:00+00:00,2022-02-04T22:33:03+00:00
CVE-2022-0329,delgan,loguru,4b0070a4f30cbf6d5e12e6274b242b62ea11c81b,0,0,2022-01-21T00:00:00+00:00,2022-01-21T10:30:10+00:00
CVE-2022-0338,delgan,loguru,ea39375e62f9b8f18e2ca798a5c0fb8c972b7eaa,3,0,2022-01-22T00:00:00+00:00,2022-01-25T09:00:12+00:00
CVE-2022-0339,janeczku,calibre-web,35f6f4c727c887f8f3607fe3233dbc1980d15020,6,-33,2022-01-22T00:00:00+00:00,2022-01-30T13:17:54+00:00
CVE-2022-0339,janeczku,calibre-web,3b216bfa07ec7992eff03e55d61732af6df9bb92,4,-35,2022-01-22T00:00:00+00:00,2022-01-30T13:17:54+00:00
CVE-2022-0341,vanessa219,vditor,219f8a9e272aba3cbc0096a82cac776532dbb9e5,-2,-15,2022-01-24T00:00:00+00:00,2022-03-14T04:10:09+00:00
CVE-2022-0350,vanessa219,vditor,e912e36ea98251d700499b1ac7702708d3398476,30,-1,2022-01-24T00:00:00+00:00,2022-03-31T15:15:14+00:00
CVE-2022-0352,janeczku,calibre-web,6bf07539788004513c3692c074ebc7ba4ce005e1,-13,-34,2022-01-24T00:00:00+00:00,2022-01-28T21:29:15+00:00
CVE-2022-0355,feross,simple-get,e4af095e06cd69a9235013e8507e220a79b9684f,1,-2,2022-01-25T00:00:00+00:00,2022-01-26T00:00:00+00:00
CVE-2022-0401,yuda-lyu,w-zip,d7039d034e02fa358e6656565157cedf5fa83288,-2,-2,2022-01-28T00:00:00+00:00,2022-02-01T12:28:46+00:00
CVE-2022-0430,httpie,httpie,65ab7d5caaaf2f95e61f9dd65441801c2ddee38b,0,-41,2022-01-31T00:00:00+00:00,2022-03-15T14:20:16+00:00
CVE-2022-0436,gruntjs,grunt,aad3d4521c3098fb255fb2db8f2e1d691a033665,0,-10,2022-01-31T00:00:00+00:00,2022-04-12T00:00:00+00:00
CVE-2022-0436,gruntjs,grunt,b0ec6e12426fc8d5720dee1702f6a67455c5986c,11,1,2022-01-31T00:00:00+00:00,2022-04-12T00:00:00+00:00
CVE-2022-0437,karma-runner,karma,839578c45a8ac42fbc1d72105f97eab77dd3eb8a,1,-5,2022-02-01T00:00:00+00:00,2022-02-05T01:50:10+00:00
CVE-2022-0508,chocobozzz,peertube,f33e515991a32885622b217bf2ed1d1b0d9d6832,1,-5,2022-02-07T00:00:00+00:00,2022-02-08T10:30:46+00:00
CVE-2022-0512,unshiftio,url-parse,9be7ee88afd2bb04e4d5a1a8da9a389ac13f8c40,-2,-9,2022-02-07T00:00:00+00:00,2022-02-14T00:00:00+00:00
CVE-2022-0528,transloadit,uppy,267c34045a1e62c98406d8c31261c604a11e544a,25,-9,2022-02-08T00:00:00+00:00,2022-03-03T07:00:11+00:00
CVE-2022-0536,follow-redirects,follow-redirects,62e546a99c07c3ee5e4e0718c84a6ca127c5c445,0,-1,2022-02-08T00:00:00+00:00,2022-02-09T10:45:10+00:00
CVE-2022-0538,jenkinsci,jenkins,8276aef4cc3dd81810fe6bdf6fa48141632c4636,-8,-10,2022-02-08T00:00:00+00:00,2022-02-09T13:30:15+00:00
CVE-2022-0577,scrapy,scrapy,8ce01b3b76d4634f55067d6cfdf632ec70ba304a,7,-8,2022-02-13T00:00:00+00:00,2022-03-02T04:05:10+00:00
CVE-2022-0613,medialize,uri.js,6ea641cc8648b025ed5f30b090c2abd4d1a5249f,0,-2,2022-02-15T00:00:00+00:00,2022-02-16T08:40:09+00:00
CVE-2022-0624,ionicabizau,parse-path,f9ad8856a3c8ae18e1cf4caef5edbabbc42840e8,4,-6,2022-02-16T00:00:00+00:00,2022-06-28T09:10:10+00:00
CVE-2022-0637,mozilla,PollBot,e39d8bec2df582ba525bb2e2f33c3ebc584d7ff8,-4,-50,2022-02-16T00:00:00+00:00,2023-02-16T00:00:00+00:00
CVE-2022-0639,unshiftio,url-parse,ef45a1355375a8244063793a19059b4f62fc8788,1,-1,2022-02-16T00:00:00+00:00,2022-02-17T00:00:00+00:00
CVE-2022-0654,fgribreau,node-request-retry,0979c6001d9d57c2aac3157c11b007397158922a,0,-11,2022-02-16T00:00:00+00:00,2022-02-22T23:30:11+00:00
CVE-2022-0664,gravitl,netmaker,9bee12642986cb9534e268447b70e6f0f03c59cf,-8,-30,2022-02-17T00:00:00+00:00,2022-02-18T14:00:13+00:00
CVE-2022-0672,eclipse,lemminx,076b88052c2a63f60a98ef4b45e3e38c217b70ae,-7,-7,2022-02-17T00:00:00+00:00,2022-02-18T17:50:40+00:00
CVE-2022-0686,unshiftio,url-parse,d5c64791ef496ca5459ae7f2176a31ea53b127e5,0,-2,2022-02-19T00:00:00+00:00,2022-02-20T00:00:00+00:00
CVE-2022-0691,unshiftio,url-parse,0e3fb542d60ddbf6933f22eb9b1e06e25eaa5b63,1,-4,2022-02-20T00:00:00+00:00,2022-02-21T00:00:00+00:00
CVE-2022-0697,archivy,archivy,2d8cb29853190d42572b36deb61127e68d6be574,0,-7,2022-02-20T00:00:00+00:00,2022-03-06T22:50:08+00:00
CVE-2022-0722,ionicabizau,parse-url,21c72ab9412228eea753e2abc48f8962707b1fe3,5,-8,2022-02-22T00:00:00+00:00,2022-06-27T10:50:10+00:00
CVE-2022-0764,strapi,strapi,2a3f5e988be6a2c7dae5ac22b9e86d579b462f4c,-6,-28,2022-02-25T00:00:00+00:00,2022-02-26T14:55:09+00:00
CVE-2022-0766,janeczku,calibre-web,965352c8d96c9eae7a6867ff76b0db137d04b0b8,0,-5,2022-02-26T00:00:00+00:00,2022-03-07T07:05:19+00:00
CVE-2022-0767,janeczku,calibre-web,965352c8d96c9eae7a6867ff76b0db137d04b0b8,0,-5,2022-02-26T00:00:00+00:00,2022-03-07T07:05:11+00:00
CVE-2022-0776,hakimel,reveal.js,32cdd3b1872ba8e2267c9e87ae216cb55f40f4d2,-1,-5,2022-02-28T00:00:00+00:00,2022-03-01T08:40:09+00:00
CVE-2022-0839,liquibase,liquibase,33d9d925082097fb1a3d2fc8e44423d964cd9381,-211,-223,2022-03-03T00:00:00+00:00,2022-03-04T14:25:10+00:00
CVE-2022-0841,ljharb,npm-lockfile,bfdb84813260f0edbf759f2fde1e8c816c1478b8,-4,-4,2022-03-03T00:00:00+00:00,2022-03-03T15:50:10+00:00
CVE-2022-0845,pytorchlightning,pytorch-lightning,8b7a12c52e52a06408e9231647839ddb4665e8ae,13,-2,2022-03-03T00:00:00+00:00,2022-03-05T21:25:09+00:00
CVE-2022-0860,cobbler,cobbler,9044aa990a94752fa5bd5a24051adde099280bfa,35,-7,2022-03-04T00:00:00+00:00,2022-03-11T12:50:10+00:00
CVE-2022-0868,medialize,uri.js,a8166fe02f3af6dc1b2b888dcbb807155aad9509,0,-2,2022-03-05T00:00:00+00:00,2022-03-06T15:20:09+00:00
CVE-2022-0869,nitely,spirit,8f32f89654d6c30d56e0dd167059d32146fb32ef,-1,-1,2022-03-06T00:00:00+00:00,2022-03-06T09:20:09+00:00
CVE-2022-0905,go-gitea,gitea,1314f38b59748397b3429fb9bc9f9d6bac85d2f2,4,1,2022-03-09T00:00:00+00:00,2022-03-10T00:00:00+00:00
CVE-2022-0932,saleor,saleor,521dfd6394f3926a77c60d8633c058e16d0f916d,-37,-37,2022-03-11T00:00:00+00:00,2022-03-11T00:00:00+00:00
CVE-2022-0959,pgadmin-org,pgadmin4,dccd4f0bbaafa783d9f0360c7592b128d5cc3928,-2,-9,2022-03-14T00:00:00+00:00,2022-03-16T14:03:38+00:00
CVE-2022-1025,argoproj,argo-cd,af03b291d4b7e9d3ce9a6580ae9c8141af0e05cf,13,-354,2022-03-18T00:00:00+00:00,2022-07-12T20:39:54+00:00
CVE-2022-1053,keylime,keylime,bd5de712acdd77860e7dc58969181e16c7a8dc5d,38,-33,2022-03-22T00:00:00+00:00,2022-05-06T16:45:03+00:00
CVE-2022-1233,medialize,uri.js,88805fd3da03bd7a5e60947adb49d182011f1277,-3,-3,2022-04-04T00:00:00+00:00,2022-04-04T19:30:15+00:00
CVE-2022-1243,medialize,uri.js,b0c9796aa1a95a85f40924fb18b1e5da3dc8ffae,-2,-2,2022-04-05T00:00:00+00:00,2022-04-05T15:05:18+00:00
CVE-2022-1245,keycloak,keycloak,76d83f46fad94ebcbedaa49e6daad458e2894e52,186,-593,2022-04-05T00:00:00+00:00,2022-07-07T23:39:22+00:00
CVE-2022-1285,gogs,gogs,7885f454a4946c4bbec1b4f8c603b5eea7429c7f,36,-5,2022-04-09T00:00:00+00:00,2022-06-01T05:55:10+00:00
CVE-2022-1291,hhurz,tableexport.jquery.plugin,dcbaee23cf98328397a153e71556f75202988ec9,4,0,2022-04-10T00:00:00+00:00,2022-04-10T19:15:17+00:00
