,owner,repo,mrr,recall100,recall500,recall1000,recall2000,recall5000,commit_count,cve_count
1412,lief-project,LIEF,0.1984965778,0.875,1.0,1.0,1.0,1.0,2392,8
1413,soketi,soketi,0.05555555556,1.0,1.0,1.0,1.0,1.0,1042,1
1414,pypa,pipenv,0.01754385965,1.0,1.0,1.0,1.0,1.0,9060,1
1415,replit,crosis,1.0,1.0,1.0,1.0,1.0,1.0,407,1
1416,jupyterhub,jupyter-server-proxy,0.1904255319,1.0,1.0,1.0,1.0,1.0,1185,3
1417,graph-gophers,graphql-go,0.02631578947,1.0,1.0,1.0,1.0,1.0,669,1
1418,joblib,joblib,1.0,1.0,1.0,1.0,1.0,1.0,1542,1
1419,GrahamDumpleton,mod_wsgi,1.0,1.0,1.0,1.0,1.0,1.0,1597,1
1420,paulc,dnslib,0.5,1.0,1.0,1.0,1.0,1.0,330,1
1421,TooTallNate,plist.js,0.2,1.0,1.0,1.0,1.0,1.0,290,1
1422,heroiclabs,nakama,0.2291666667,1.0,1.0,1.0,1.0,1.0,2132,2
1423,schollz,croc,0.01126445756,0.3333333333,1.0,1.0,1.0,1.0,2088,6
1424,whitesource,CureKit,0.125,1.0,1.0,1.0,1.0,1.0,95,1
1425,jenkinsci,hashicorp-vault-plugin,0.1843137255,1.0,1.0,1.0,1.0,1.0,371,3
1426,handlebars-lang,handlebars.js,0.2306216078,0.6,1.0,1.0,1.0,1.0,2046,5
1427,openstack,barbican,0.1742424242,1.0,1.0,1.0,1.0,1.0,3690,2
1428,nhn,tui.grid,0.05555555556,1.0,1.0,1.0,1.0,1.0,706,1
1429,ArjunSharda,Passeo,0.0625,1.0,1.0,1.0,1.0,1.0,121,1
1430,codex-team,editor.js,0.01315789474,1.0,1.0,1.0,1.0,1.0,834,1
1431,certifi,python-certifi,0.2,1.0,1.0,1.0,1.0,1.0,289,3
1432,libp2p,go-libp2p,0.01369863014,1.0,1.0,1.0,1.0,1.0,5647,1
1433,nielsbasjes,yauaa,0.004901960784,0.0,1.0,1.0,1.0,1.0,4618,1
1434,cube-js,cube.js,0.125,1.0,1.0,1.0,1.0,1.0,16110,1
1435,aws,amazon-cloudwatch-agent,0.004048582996,0.0,1.0,1.0,1.0,1.0,1389,1
1436,DataDog,guarddog,0.0233557047,0.5,1.0,1.0,1.0,1.0,1018,2
1437,neo4j-contrib,neo4j-apoc-procedures,0.06867283951,1.0,1.0,1.0,1.0,1.0,2452,2
1438,sylabs,scs-library-client,0.25,1.0,1.0,1.0,1.0,1.0,393,1
1439,Azure,aad-pod-identity,0.007518796992,0.0,1.0,1.0,1.0,1.0,795,1
1440,stevespringett,Alpine,0.025,1.0,1.0,1.0,1.0,1.0,1981,1
1441,plone,Products.ATContentTypes,1.0,1.0,1.0,1.0,1.0,1.0,2104,1
1442,twisted,treq,0.1428571429,1.0,1.0,1.0,1.0,1.0,1170,1
1443,frouriojs,frourio,0.08333333333,1.0,1.0,1.0,1.0,1.0,525,1
1444,frouriojs,frourio-express,0.06666666667,1.0,1.0,1.0,1.0,1.0,414,1
1445,sebhildebrandt,systeminformation,0.2070639034,0.7916666667,1.0,1.0,1.0,1.0,1986,8
1446,monitorjbl,excel-streaming-reader,0.3333333333,1.0,1.0,1.0,1.0,1.0,289,1
1447,keylime,keylime,0.07790560888,1.0,1.0,1.0,1.0,1.0,1969,5
1448,Backblaze,b2-sdk-python,0.06666666667,1.0,1.0,1.0,1.0,1.0,3478,1
1449,projectcapsule,capsule-proxy,0.09543650794,1.0,1.0,1.0,1.0,1.0,481,3
1450,Backblaze,B2_Command_Line_Tool,0.25,1.0,1.0,1.0,1.0,1.0,2870,1
1451,cookiecutter,cookiecutter,0.03225806452,1.0,1.0,1.0,1.0,1.0,3084,1
1452,steveukx,git-js,0.08253968254,1.0,1.0,1.0,1.0,1.0,1406,3
1453,casdoor,casdoor,0.5147058824,1.0,1.0,1.0,1.0,1.0,2676,2
1454,IceWhaleTech,CasaOS,0.00860792802,0.3333333333,1.0,1.0,1.0,1.0,679,3
1455,feathersjs-ecosystem,feathers-sequelize,0.05217236467,1.0,1.0,1.0,1.0,1.0,378,3
1456,neocotic,convert-svg,0.2888888889,1.0,1.0,1.0,1.0,1.0,120,3
1457,lirantal,git-promise,1.0,1.0,1.0,1.0,1.0,1.0,19,1
1458,Soontao,cycle-import-check,0.3333333333,1.0,1.0,1.0,1.0,1.0,500,1
1459,feross,git-pull-or-clone,0.25,1.0,1.0,1.0,1.0,1.0,43,1
1460,jenkinsci,gerrit-trigger-plugin,0.07463684464,1.0,1.0,1.0,1.0,1.0,1951,5
1461,snyk,snyk-eclipse-plugin,0.2,1.0,1.0,1.0,1.0,1.0,1158,1
1462,drewnoakes,metadata-extractor,0.1,1.0,1.0,1.0,1.0,1.0,1449,1
1463,fluture-js,fluture-node,0.1666666667,1.0,1.0,1.0,1.0,1.0,83,1
1464,cometd,cometd,0.01612903226,1.0,1.0,1.0,1.0,1.0,5534,1
1465,foxcpp,maddy,0.09722222222,1.0,1.0,1.0,1.0,1.0,1483,2
1466,stripe,stripe-cli,0.04166666667,1.0,1.0,1.0,1.0,1.0,649,1
1467,jcubic,sysend.js,0.3333333333,1.0,1.0,1.0,1.0,1.0,200,1
1468,containerd,imgcrypt,1.0,1.0,1.0,1.0,1.0,1.0,338,1
1469,jenkinsci,configuration-as-code-plugin,0.04099086463,0.8571428571,1.0,1.0,1.0,1.0,1935,7
1470,pomerium,pomerium,0.07313829787,1.0,1.0,1.0,1.0,1.0,3660,2
1471,irrdnet,irrd,0.07142857143,1.0,1.0,1.0,1.0,1.0,918,1
1472,RebeccaStevens,deepmerge-ts,0.1111111111,1.0,1.0,1.0,1.0,1.0,774,1
1473,geosolutions-it,jai-ext,0.5,1.0,1.0,1.0,1.0,1.0,602,1
1474,stripe,smokescreen,0.05295566502,1.0,1.0,1.0,1.0,1.0,648,2
1475,sparklemotion,nekohtml,0.08333333333,1.0,1.0,1.0,1.0,1.0,290,1
1476,codingjoe,django-s3file,0.0303030303,1.0,1.0,1.0,1.0,1.0,361,1
1477,xi,django-mfa3,0.2,1.0,1.0,1.0,1.0,1.0,171,1
1478,jenkinsci,gitlab-plugin,0.1609839077,1.0,1.0,1.0,1.0,1.0,1933,5
1479,swaggo,http-swagger,0.15,1.0,1.0,1.0,1.0,1.0,92,2
1480,fluxcd,kustomize-controller,0.002816901408,0.0,1.0,1.0,1.0,1.0,1819,1
1481,Tethik,flask-session-captcha,0.02941176471,1.0,1.0,1.0,1.0,1.0,153,1
1482,ballcat-projects,ballcat-codegen,0.1428571429,1.0,1.0,1.0,1.0,1.0,385,1
1483,jenkinsci,email-ext-plugin,0.05046119572,1.0,1.0,1.0,1.0,1.0,1879,5
1484,runatlantis,atlantis,1.0,1.0,1.0,1.0,1.0,1.0,3747,1
1485,cowtowncoder,java-merge-sort,0.5,1.0,1.0,1.0,1.0,1.0,106,1
1486,mellium,xmpp,1.0,1.0,1.0,1.0,1.0,1.0,1743,1
1487,vinitkumar,json2xml,1.0,1.0,1.0,1.0,1.0,1.0,385,1
1488,beancount,fava,0.2829059829,1.0,1.0,1.0,1.0,1.0,3219,3
1489,apache,flume,0.04095117845,1.0,1.0,1.0,1.0,1.0,2014,3
1490,natelong,p4,1.0,1.0,1.0,1.0,1.0,1.0,17,1
1491,jenkinsci,workflow-multibranch-plugin,0.1666666667,1.0,1.0,1.0,1.0,1.0,801,1
1492,jenkinsci,fortify-plugin,0.5029761905,1.0,1.0,1.0,1.0,1.0,237,4
1493,jenkinsci,custom-checkbox-parameter-plugin,0.0625,1.0,1.0,1.0,1.0,1.0,60,1
1494,jenkinsci,conjur-credentials-plugin,0.1428571429,1.0,1.0,1.0,1.0,1.0,389,1
1495,jenkinsci,agent-server-parameter-plugin,0.125,1.0,1.0,1.0,1.0,1.0,19,1
1496,jenkinsci,snowsoftware-commander-plugin,0.04545454545,1.0,1.0,1.0,1.0,1.0,66,1
1497,jenkinsci,autonomiq-plugin,0.1833333333,1.0,1.0,1.0,1.0,1.0,223,2
1498,cloudflare,goflow,0.5,1.0,1.0,1.0,1.0,1.0,123,1
1499,jenkinsci,ec2-plugin,0.04673790859,0.8333333333,1.0,1.0,1.0,1.0,1859,6
1500,FreeOpcUa,opcua-asyncio,0.01658249158,0.5,0.8333333333,1.0,1.0,1.0,2335,3
1501,discordjs,opus,0.3333333333,1.0,1.0,1.0,1.0,1.0,64,1
1502,dominictarr,libnested,1.0,1.0,1.0,1.0,1.0,1.0,47,1
1503,motioneye-project,motioneye,0.01041666667,1.0,1.0,1.0,1.0,1.0,2037,1
1504,sasstools,scss-tokenizer,1.0,1.0,1.0,1.0,1.0,1.0,63,1
1505,eclipse-californium,californium,0.07745266781,1.0,1.0,1.0,1.0,1.0,3538,2
1506,aws,aws-sdk-go,0.001672240803,0.0,0.0,1.0,1.0,1.0,5492,1
1507,ntbosscher,gobase,1.0,1.0,1.0,1.0,1.0,1.0,300,1
1508,duzun,URL.js,0.5,1.0,1.0,1.0,1.0,1.0,60,1
1509,ipld,go-codec-dagpb,0.05882352941,1.0,1.0,1.0,1.0,1.0,109,1
1510,hoppscotch,proxyscotch,0.5,1.0,1.0,1.0,1.0,1.0,182,1
1511,yairEO,tagify,0.125,1.0,1.0,1.0,1.0,1.0,1845,1
1512,snakeyaml,snakeyaml,1.0,1.0,1.0,1.0,1.0,1.0,1826,1
1513,terser,terser,0.1428571429,1.0,1.0,1.0,1.0,1.0,3426,1
1514,microsoft,workspace-tools,0.3333333333,1.0,1.0,1.0,1.0,1.0,496,1
1515,socketio,socket.io-client-java,0.125,1.0,1.0,1.0,1.0,1.0,335,1
1516,vuetifyjs,vuetify,1.0,1.0,1.0,1.0,1.0,1.0,16369,1
1517,sveltejs,svelte,0.01123595506,1.0,1.0,1.0,1.0,1.0,17974,1
1518,kornelski,http-cache-semantics,0.2,1.0,1.0,1.0,1.0,1.0,126,1
1519,onnx,onnx,0.321875,1.0,1.0,1.0,1.0,1.0,2996,4
1520,npm,node-semver,0.03703703704,1.0,1.0,1.0,1.0,1.0,515,1
1521,galkahana,HummusJS,1.0,1.0,1.0,1.0,1.0,1.0,602,3
1522,containrrr,shoutrrr,0.3333333333,1.0,1.0,1.0,1.0,1.0,389,1
1523,jaredhanson,passport,0.01282051282,1.0,1.0,1.0,1.0,1.0,645,1
1524,jaz303,git-clone,1.0,1.0,1.0,1.0,1.0,1.0,26,1
1525,voodoocreation,ts-deepmerge,0.3333333333,1.0,1.0,1.0,1.0,1.0,49,1
1526,GoogleContainerTools,jib,0.02173913043,1.0,1.0,1.0,1.0,1.0,2361,1
1527,simenkid,mt7688-wiscan,1.0,1.0,1.0,1.0,1.0,1.0,8,1
1528,saeedseyfi,exec-local-bin,0.5,1.0,1.0,1.0,1.0,1.0,15,1
1529,bruno-robert,window-control,0.25,1.0,1.0,1.0,1.0,1.0,50,1
1530,joewalnes,smoothie,1.0,1.0,1.0,1.0,1.0,1.0,318,1
1531,andrepolischuk,servst,0.5,1.0,1.0,1.0,1.0,1.0,55,1
1532,harttle,liquidjs,1.0,1.0,1.0,1.0,1.0,1.0,1220,1
1533,eta-dev,eta,0.1339285714,1.0,1.0,1.0,1.0,1.0,674,2
1534,jupyterhub,oauthenticator,0.1072407407,1.0,1.0,1.0,1.0,1.0,1785,5
1535,diffplug,goomph,0.3333333333,1.0,1.0,1.0,1.0,1.0,1008,1
1536,pnpm,pnpm,0.0006540222368,0.0,0.0,0.0,1.0,1.0,9511,1
1537,python-poetry,poetry-core,0.2,1.0,1.0,1.0,1.0,1.0,906,1
1538,wollardj,simple-plist,0.5,1.0,1.0,1.0,1.0,1.0,101,1
1539,wger-project,wger,0.001091703057,0.0,0.0,1.0,1.0,1.0,7729,1
1540,alist-org,alist,0.5175757576,1.0,1.0,1.0,1.0,1.0,2163,4
1541,digitalbazaar,forge,0.4285714286,1.0,1.0,1.0,1.0,1.0,1706,5
1542,element-plus,element-plus,0.004016064257,0.0,1.0,1.0,1.0,1.0,6104,1
1543,Netflix,consoleme,0.3055555556,1.0,1.0,1.0,1.0,1.0,952,2
1544,jenkinsci,parameterized-trigger-plugin,0.1428571429,1.0,1.0,1.0,1.0,1.0,846,1
1545,jenkinsci,favorite-plugin,0.125,1.0,1.0,1.0,1.0,1.0,229,1
1546,jenkinsci,folder-auth-plugin,0.08333333333,1.0,1.0,1.0,1.0,1.0,217,1
1547,jenkinsci,extended-choice-parameter-plugin,0.1666666667,1.0,1.0,1.0,1.0,1.0,384,1
1548,jenkinsci,global-build-stats-plugin,0.04166666667,1.0,1.0,1.0,1.0,1.0,320,1
1549,spring-projects,spring-boot,0.01875680772,0.25,0.5,0.5,0.75,0.75,52858,4
1550,pagehelper,Mybatis-PageHelper,0.09090909091,1.0,1.0,1.0,1.0,1.0,692,1
1551,jenkinsci,JiraTestResultReporter-plugin,0.5,1.0,1.0,1.0,1.0,1.0,260,2
1552,jenkinsci,rocketchatnotifier-plugin,0.01960784314,1.0,1.0,1.0,1.0,1.0,622,1
1553,jenkinsci,flaky-test-handler-plugin,0.1111111111,1.0,1.0,1.0,1.0,1.0,166,1
1554,jenkinsci,ci-with-toad-edge-plugin,0.3798076923,1.0,1.0,1.0,1.0,1.0,95,3
1555,nahsra,antisamy,0.1070500325,1.0,1.0,1.0,1.0,1.0,860,3
1556,joajfreitas,marcador,1.0,1.0,1.0,1.0,1.0,1.0,126,1
1557,caddyserver,caddy,0.005734214391,0.5,0.5,1.0,1.0,1.0,2199,2
1558,go-yaml,yaml,0.3333333333,1.0,1.0,1.0,1.0,1.0,360,1
1559,wasm3,wasm3,0.515625,1.0,1.0,1.0,1.0,1.0,4908,2
1560,jenkinsci,nodelabelparameter-plugin,0.03571428571,1.0,1.0,1.0,1.0,1.0,752,1
1561,jenkinsci,publish-over-ftp-plugin,0.1666666667,1.0,1.0,1.0,1.0,1.0,248,2
1562,theupdateframework,go-tuf,0.5,0.75,1.0,1.0,1.0,1.0,797,2
1563,charmbracelet,charm,0.03846153846,1.0,1.0,1.0,1.0,1.0,715,1
1564,jpadilla,pyjwt,0.09090909091,1.0,1.0,1.0,1.0,1.0,884,1
1565,lovell,sharp,0.03846153846,1.0,1.0,1.0,1.0,1.0,2156,1
1566,bustle,mobiledoc-kit,0.06666666667,1.0,1.0,1.0,1.0,1.0,1322,1
1567,HtmlUnit,htmlunit-neko,0.06666666667,1.0,1.0,1.0,1.0,1.0,888,1
1568,oblac,jodd-http,0.2,1.0,1.0,1.0,1.0,1.0,47,1
1569,pingcap,tidb,0.002730069213,0.0,0.5,1.0,1.0,1.0,40039,2
1570,gphper,ginadmin,0.2,1.0,1.0,1.0,1.0,1.0,224,2
1571,jenkinsci,windows-slaves-plugin,0.08680555556,1.0,1.0,1.0,1.0,1.0,145,2
1572,blevesearch,bleve,0.5,1.0,1.0,1.0,1.0,1.0,2804,1
1573,weaveworks,weave-gitops,0.004184100418,0.0,1.0,1.0,1.0,1.0,4735,1
1574,mat-sz,lettersanitizer,0.3333333333,1.0,1.0,1.0,1.0,1.0,27,1
1575,scottcwang,openssh_key_parser,0.5,1.0,1.0,1.0,1.0,1.0,391,1
1576,Karlatemp,UnsafeAccessor,0.1,1.0,1.0,1.0,1.0,1.0,67,1
1577,fastify,fastify-bearer-auth,0.1428571429,1.0,1.0,1.0,1.0,1.0,228,1
1578,flyteorg,flyteadmin,0.1193181818,1.0,1.0,1.0,1.0,1.0,482,3
1579,ikus060,rdiffweb,0.1980646451,0.9310344828,1.0,1.0,1.0,1.0,1569,29
1580,OpenZeppelin,cairo-contracts,0.02564102564,1.0,1.0,1.0,1.0,1.0,788,1
1581,typelevel,fs2,1.0,0.5,1.0,1.0,1.0,1.0,9808,1
1582,gitblit,gitblit,0.1666666667,1.0,1.0,1.0,1.0,1.0,3375,1
1583,okta,okta-oidc-middleware,0.5,1.0,1.0,1.0,1.0,1.0,149,1
1584,cmusatyalab,opendiamond,0.1666666667,1.0,1.0,1.0,1.0,1.0,2219,1
1585,ganga-devs,ganga,0.25,1.0,1.0,1.0,1.0,1.0,14762,1
1586,NVIDIA,NVFlare,0.01132741348,0.5,0.5,1.0,1.0,1.0,2026,2
1587,parisneo,lollms,0.2729563108,0.6363636364,1.0,1.0,1.0,1.0,1419,11
1588,apache,tapestry-5,0.3333333333,1.0,1.0,1.0,1.0,1.0,5828,1
1589,yangzongzhuan,RuoYi,0.04347826087,1.0,1.0,1.0,1.0,1.0,1871,1
1590,cloudreve,Cloudreve,0.006451612903,0.0,1.0,1.0,1.0,1.0,925,1
1591,zinclabs,zinc,0.01094497608,1.0,1.0,1.0,1.0,1.0,547,2
1592,inventree,inventree,0.03333333333,1.0,1.0,1.0,1.0,1.0,16323,1
1593,sindresorhus,got,0.1666666667,1.0,1.0,1.0,1.0,1.0,1530,1
1594,jenkinsci,pipeline-input-step-plugin,0.3333333333,1.0,1.0,1.0,1.0,1.0,510,2
1595,jenkinsci,embeddable-build-status-plugin,0.3,1.0,1.0,1.0,1.0,1.0,560,3
1596,jenkinsci,xunit-plugin,0.5,1.0,1.0,1.0,1.0,1.0,935,1
1597,jenkinsci,hidden-parameter-plugin,0.1428571429,1.0,1.0,1.0,1.0,1.0,410,1
1598,jenkinsci,cavisson-ns-nd-integration-plugin,0.5384615385,1.0,1.0,1.0,1.0,1.0,287,2
1599,jenkinsci,sauce-ondemand-plugin,0.25,1.0,1.0,1.0,1.0,1.0,1296,1
1600,nocodb,nocodb,0.1113121498,0.3333333333,0.3333333333,0.3333333333,0.6666666667,0.6666666667,50566,3
1601,apache,atlas,0.1428571429,1.0,1.0,1.0,1.0,1.0,3889,1
1602,zalando,skipper,0.5833333333,1.0,1.0,1.0,1.0,1.0,3053,2
1603,jenkinsci,testng-plugin-plugin,0.1428571429,1.0,1.0,1.0,1.0,1.0,933,1
1604,jenkinsci,plot-plugin,0.3214285714,1.0,1.0,1.0,1.0,1.0,654,2
1605,ryanlelek,Raneto,0.125,1.0,1.0,1.0,1.0,1.0,713,1
1606,isaacs,minimatch,0.01428571429,1.0,1.0,1.0,1.0,1.0,327,1
1607,vitejs,vite,0.05943490329,0.75,1.0,1.0,1.0,1.0,7528,4
1608,abersheeran,rpc.py,1.0,1.0,1.0,1.0,1.0,1.0,132,1
1609,todbot,Blink1Control2,0.2,1.0,1.0,1.0,1.0,1.0,707,1
1610,solana-labs,solana-pay,0.05882352941,1.0,1.0,1.0,1.0,1.0,771,1
1611,imbrn,v8n,0.1,1.0,1.0,1.0,1.0,1.0,406,1
1612,sigstore,policy-controller,0.03571428571,1.0,1.0,1.0,1.0,1.0,3750,1
1613,loopbackio,loopback-connector-postgresql,1.0,1.0,1.0,1.0,1.0,1.0,781,1
1614,actions,toolkit,0.1690821256,0.5,1.0,1.0,1.0,1.0,1413,2
1615,opensearch-project,security,0.04407051282,1.0,1.0,1.0,1.0,1.0,1434,2
1616,jlangch,venice,0.005347593583,0.0,1.0,1.0,1.0,1.0,11898,1
1617,matrix-org,gomatrixserverlib,1.0,1.0,1.0,1.0,1.0,1.0,544,1
1618,sjwall,mdx-mermaid,0.03571428571,1.0,1.0,1.0,1.0,1.0,187,1
1619,mansuf,mangadex-downloader,0.05555555556,1.0,1.0,1.0,1.0,1.0,1167,1
1620,oauthlib,oauthlib,0.25,1.0,1.0,1.0,1.0,1.0,1703,1
1621,siderolabs,talos,1.0,1.0,1.0,1.0,1.0,1.0,5267,1
1622,codenotary,immudb,0.6,1.0,1.0,1.0,1.0,1.0,4794,2
1623,sindresorhus,file-type,0.5,1.0,1.0,1.0,1.0,1.0,566,1
1624,apache,calcite-avatica,1.0,1.0,1.0,1.0,1.0,1.0,2842,1
1625,osuosl,twisted_vncauthproxy,0.1111111111,1.0,1.0,1.0,1.0,1.0,143,1
1626,pulp,pulp_ansible,0.02127659574,1.0,1.0,1.0,1.0,1.0,1366,1
1627,jenkinsci,external-monitor-job-plugin,0.3333333333,1.0,1.0,1.0,1.0,1.0,221,1
1628,jenkinsci,rhnpush-plugin,1.0,1.0,1.0,1.0,1.0,1.0,49,1
1629,jenkinsci,rpmsign-plugin,1.0,1.0,1.0,1.0,1.0,1.0,73,1
1630,jenkinsci,clif-performance-testing-plugin,0.08333333333,1.0,1.0,1.0,1.0,1.0,80,1
1631,jenkinsci,compuware-topaz-utilities-plugin,0.07828282828,1.0,1.0,1.0,1.0,1.0,92,2
1632,jenkinsci,compuware-scm-downloader-plugin,0.02840909091,1.0,1.0,1.0,1.0,1.0,342,2
1633,jenkinsci,compuware-xpediter-code-coverage-plugin,0.1277777778,1.0,1.0,1.0,1.0,1.0,156,2
1634,jenkinsci,compuware-zadviser-api-plugin,0.1428571429,1.0,1.0,1.0,1.0,1.0,117,1
1635,jenkinsci,http-request-plugin,0.09090909091,1.0,1.0,1.0,1.0,1.0,581,1
1636,jenkinsci,lucene-search-plugin,0.4577777778,1.0,1.0,1.0,1.0,1.0,410,3
1637,jenkinsci,android-signing-plugin,0.2,1.0,1.0,1.0,1.0,1.0,194,1
1638,naparuba,shinken,0.1666666667,1.0,1.0,1.0,1.0,1.0,8570,1
1639,XKCP,XKCP,0.3333333333,1.0,1.0,1.0,1.0,1.0,412,1
1640,thlorenz,browserify-shim,1.0,1.0,1.0,1.0,1.0,1.0,326,3
1641,wocommunity,wonder,0.1666666667,1.0,1.0,1.0,1.0,1.0,14028,1
1642,openfga,openfga,0.1326574901,1.0,1.0,1.0,1.0,1.0,1419,8
1643,admesh,admesh,0.1428571429,1.0,1.0,1.0,1.0,1.0,128,1
1644,hashicorp,consul-template,0.2,1.0,1.0,1.0,1.0,1.0,2690,1
1645,SamVerschueren,decode-uri-component,0.25,1.0,1.0,1.0,1.0,1.0,19,1
1646,matrix-org,dendrite,0.03846153846,1.0,1.0,1.0,1.0,1.0,2948,1
1647,pandatix,go-cvss,0.3333333333,1.0,1.0,1.0,1.0,1.0,460,1
1648,fastly,js-compute-runtime,0.09920634921,1.0,1.0,1.0,1.0,1.0,1413,2
1649,davedoesdev,python-jwt,0.5,1.0,1.0,1.0,1.0,1.0,169,1
1650,pterodactyl,wings,0.0963023088,1.0,1.0,1.0,1.0,1.0,1398,6
1651,awslabs,fhir-works-on-aws-authz-smart,0.125,1.0,1.0,1.0,1.0,1.0,95,1
1652,netlify,netlify-ipx,0.05263157895,1.0,1.0,1.0,1.0,1.0,253,1
1653,brettwooldridge,NuProcess,1.0,1.0,1.0,1.0,1.0,1.0,451,1
1654,matrix-org,matrix-android-sdk2,0.25,1.0,1.0,1.0,1.0,1.0,299,2
1655,poljar,matrix-nio,0.07692307692,1.0,1.0,1.0,1.0,1.0,1824,1
1656,brokercap,Bifrost,0.009615384615,0.0,1.0,1.0,1.0,1.0,1263,1
1657,pyupio,dparse,0.03846153846,1.0,1.0,1.0,1.0,1.0,156,1
1658,valexandersaulys,tiny-csrf,1.0,1.0,1.0,1.0,1.0,1.0,18,1
1659,node-saml,node-saml,0.2777777778,1.0,1.0,1.0,1.0,1.0,780,2
1660,bradleyfalzon,ghinstallation,0.01612903226,1.0,1.0,1.0,1.0,1.0,149,1
1661,jeecgboot,jeecg-boot,0.4098835404,1.0,1.0,1.0,1.0,1.0,1397,10
1662,fastify,fastify-websocket,0.1428571429,1.0,1.0,1.0,1.0,1.0,289,1
1663,xwiki-contrib,oidc,0.009615384615,0.0,1.0,1.0,1.0,1.0,579,1
1664,istio,istio,0.0006973500697,0.0,0.0,0.0,1.0,1.0,24477,1
1665,sqlalchemy,mako,0.1,1.0,1.0,1.0,1.0,1.0,973,1
1666,pypa,setuptools,0.01820477045,0.5,0.5,1.0,1.0,1.0,15962,2
1667,PythonCharmers,python-future,1.0,1.0,1.0,1.0,1.0,1.0,1949,1
1668,kiwitcms,kiwi,0.08156228008,1.0,1.0,1.0,1.0,1.0,14136,3
1669,jenkinsci,anchore-container-scanner-plugin,0.1111111111,1.0,1.0,1.0,1.0,1.0,288,1
1670,jenkinsci,compuware-common-configuration-plugin,0.09090909091,1.0,1.0,1.0,1.0,1.0,275,1
1671,lionello,secp256k1-js,0.5,1.0,1.0,1.0,1.0,1.0,35,1
1672,kujirahand,nadesiko3,0.005208333333,0.0,1.0,1.0,1.0,1.0,3226,1
1673,aws,amazon-redshift-jdbc-driver,0.75,1.0,1.0,1.0,1.0,1.0,297,2
1674,archesproject,arches,0.004761904762,0.0,1.0,1.0,1.0,1.0,45450,1
1675,Mar10,wsgidav,0.25,1.0,1.0,1.0,1.0,1.0,925,1
1676,duke-git,lancet,0.2,1.0,1.0,1.0,1.0,1.0,1438,1
1677,apache,isis,0.08866995074,1.0,1.0,1.0,1.0,1.0,28409,2
1678,mkalioby,django-mfa2,0.5,1.0,1.0,1.0,1.0,1.0,174,1
1679,jaspernbrouwer,powerline-gitstatus,1.0,1.0,1.0,1.0,1.0,1.0,70,1
1680,snowflakedb,snowflake-connector-python,0.05044390638,0.6666666667,1.0,1.0,1.0,1.0,1526,3
1681,python-poetry,cleo,0.02564102564,1.0,1.0,1.0,1.0,1.0,569,1
1682,jenkinsci,pipeline-stage-view-plugin,0.125,1.0,1.0,1.0,1.0,1.0,549,1
1683,jenkinsci,workflow-support-plugin,0.5,1.0,1.0,1.0,1.0,1.0,946,1
1684,jenkinsci,repo-plugin,0.125,1.0,1.0,1.0,1.0,1.0,238,1
1685,jenkinsci,katalon-plugin,0.04444444444,1.0,1.0,1.0,1.0,1.0,260,2
1686,jenkinsci,contrast-continuous-application-security-plugin,0.1666666667,1.0,1.0,1.0,1.0,1.0,533,1
1687,jenkinsci,compuware-topaz-for-total-test-plugin,0.417989418,1.0,1.0,1.0,1.0,1.0,402,3
1688,jenkinsci,compuware-strobe-measurement-plugin,0.04347826087,1.0,1.0,1.0,1.0,1.0,56,1
1689,jenkinsci,neuvector-vulnerability-scanner-plugin,0.04761904762,1.0,1.0,1.0,1.0,1.0,246,1
1690,RDFLib,pyrdfa3,0.09090909091,1.0,1.0,1.0,1.0,1.0,313,1
1691,csaf-poc,csaf_distribution,0.002941176471,0.0,1.0,1.0,1.0,1.0,1057,1
1692,ff4j,ff4j,0.02222222222,1.0,1.0,1.0,1.0,1.0,1440,1
1693,developmentil,ecdh,0.3333333333,1.0,1.0,1.0,1.0,1.0,11,1
1694,miurahr,py7zr,0.01515151515,1.0,1.0,1.0,1.0,1.0,1855,1
1695,scifio,scifio,0.2,1.0,1.0,1.0,1.0,1.0,12605,1
1696,collective,collective.dms.basecontent,0.02040816327,1.0,1.0,1.0,1.0,1.0,304,1
1697,apache,mina-sshd,0.4589371981,0.5,0.7222222222,0.7222222222,1.0,1.0,2954,3
1698,wso2,carbon-registry,0.03189102564,0.6666666667,0.6666666667,1.0,1.0,1.0,1635,3
1699,richardbarran,django-photologue,0.3333333333,1.0,1.0,1.0,1.0,1.0,899,1
1700,collective,collective.task,0.03225806452,1.0,1.0,1.0,1.0,1.0,415,1
1701,jenkinsci,pipeline-utility-steps-plugin,0.5333333333,1.0,1.0,1.0,1.0,1.0,740,2
1702,jenkinsci,naginator-plugin,0.08333333333,1.0,1.0,1.0,1.0,1.0,496,1
1703,jenkinsci,dockerhub-notification-plugin,0.09090909091,1.0,1.0,1.0,1.0,1.0,216,1
1704,stleary,JSON-java,0.007119333592,0.0,1.0,1.0,1.0,1.0,1322,2
1705,jrspruitt,ubi_reader,0.02619047619,1.0,1.0,1.0,1.0,1.0,178,2
1706,apache,james-mime4j,0.5,1.0,1.0,1.0,1.0,1.0,983,2
1707,apache,incubator-streampark,0.2708333333,1.0,1.0,1.0,1.0,1.0,1975,2
1708,cyface,django-termsandconditions,0.02777777778,1.0,1.0,1.0,1.0,1.0,797,1
1709,pytorch,pytorch,0.6673913043,0.6666666667,1.0,1.0,1.0,1.0,84221,3
