cve,file_func_name
CVE-2017-14222,"read_tfra, libavformat/mov.c"
CVE-2017-14223,"asf_build_simple_index, libavformat/asfdec_f.c"
CVE-2017-14225,"av_color_primaries_name, libavutil/pixdesc.c, avcodec_string, libavcodec/utils.c"
CVE-2017-14341,"ReadWPGImage, coders/wpg.c"
CVE-2017-14497,"tpacket_rcv, net/packet/af_packet.c"
CVE-2017-14500,"pb_controller.cpp, queueloader.cpp"
CVE-2017-14502,"read_header, archive_read_support_format_rar.c, archive_read_format_rar_read_header"
CVE-2017-14604,metadata::trusted
CVE-2017-14767,"sdp_parse_fmtp_config_h264, libavformat/rtpdec_h264.c"
CVE-2017-14954,kernel/exit.c
CVE-2017-14991,"sg_ioctl, drivers/scsi/sg.c"
CVE-2017-15032,"ReadYCBCRImage, coders/ycbcr.c"
CVE-2017-15033,"ReadYUVImage, coders/yuv.c"
CVE-2017-15088,"get_matching_data, X509_NAME_oneline_ex, plugins/preauth/pkinit/pkinit_crypto_openssl.c"
CVE-2017-15102,"tower_probe, drivers/usb/misc/legousbtower.c"
CVE-2017-15115,"sctp_do_peeloff, net/sctp/socket.c"
CVE-2017-15116,"rngapi_reset, crypto/rng.c"
CVE-2017-15126,"fs/userfaultfd.c, userfaultfd_ctx_put"
CVE-2017-15127,"hugetlb_mcopy_atomic_pte, mm/hugetlb.c, VM_SHARED"
CVE-2017-15128,"hugetlb_mcopy_atomic_pte, mm/hugetlb.c"
CVE-2017-15129,"get_net_ns_by_id, net/core/net_namespace.c, net::count, netns_ids"
CVE-2017-15189,plugins/docsis/packet-docsis.c
CVE-2017-15190,epan/dissectors/packet-rtsp.c
CVE-2017-15191,epan/dissectors/packet-dmp.c
CVE-2017-15192,epan/dissectors/packet-btatt.c
CVE-2017-15193,epan/dissectors/packet-mbim.c
CVE-2017-15265,"sound/core/seq/seq_clientmgr.c, sound/core/seq/seq_ports.c"
CVE-2017-15274,security/keys/keyctl.c
CVE-2017-15277,"ReadGIFImage, coders/gif.c"
CVE-2017-15306,"kvm_vm_ioctl_check_extension, arch/powerpc/kvm/powerpc.c"
CVE-2017-15365,sql/event_data_objects.cc
CVE-2017-15537,"arch/x86/kernel/fpu/regset.c, arch/x86/kernel/fpu/signal.c"
CVE-2017-15649,"fanout_add, packet_do_bind, net/packet/af_packet.c"
CVE-2017-15672,"read_header, libavcodec/ffv1dec.c"
CVE-2017-15868,"bnep_add_connection, net/bluetooth/bnep/core.c"
CVE-2017-15924,"add_server, build_config, construct_command_line, manager.c"
CVE-2017-15951,
CVE-2017-16525,"usb_serial_console_disconnect, drivers/usb/serial/console.c"
CVE-2017-16526,drivers/uwb/uwbd.c
CVE-2017-16527,"sound/usb/mixer.c, snd_usb_mixer_interrupt"
CVE-2017-16528,sound/core/seq_device.c
CVE-2017-16529,"snd_usb_create_streams, sound/usb/card.c"
CVE-2017-16530,"drivers/usb/storage/uas-detect.h, drivers/usb/storage/uas.c"
CVE-2017-16531,drivers/usb/core/config.c
CVE-2017-16532,"get_endpoints, drivers/usb/misc/usbtest.c"
CVE-2017-16533,"usbhid_parse, drivers/hid/usbhid/hid-core.c"
CVE-2017-16534,"cdc_parse_cdc_header, drivers/usb/core/message.c"
CVE-2017-16535,"usb_get_bos_descriptor, drivers/usb/core/config.c"
CVE-2017-16546,"ReadWPGImage, coders/wpg.c"
CVE-2017-16643,"parse_hid_report_descriptor, drivers/input/tablet/gtco.c"
CVE-2017-16645,"ims_pcu_get_cdc_union_desc, drivers/input/misc/ims-pcu.c, ims_pcu_parse_cdc_data"
CVE-2017-16803,"smacker_decode_tree, libavcodec/smacker.c"
CVE-2017-16818,"rgw/rgw_iam_policy.cc, rgw/rgw_basic_types.h, rgw/rgw_iam_types.h"
CVE-2017-16820,"csnmp_read_table, snmp.c"
CVE-2017-16840,"libavcodec/vc2enc.c, libavcodec/vc2enc_dwt.c"
CVE-2017-16931,parser.c
CVE-2017-16932,parser.c
CVE-2017-16939,"net/xfrm/xfrm_user.c, XFRM_MSG_GETPOLICY"
CVE-2017-16994,"walk_hugetlb_range, mm/pagewalk.c"
CVE-2017-16995,"check_alu_op, kernel/bpf/verifier.c"
CVE-2017-16996,kernel/bpf/verifier.c
CVE-2017-17052,"mm_init, kernel/fork.c, ->exe_file, mm_struct"
CVE-2017-17081,"gmc_mmx, libavcodec/x86/mpegvideodsp.c"
CVE-2017-17083,epan/dissectors/packet-netbios.c
CVE-2017-17084,epan/dissectors/packet-iwarp-mpa.c
CVE-2017-17085,epan/dissectors/packet-cipsafety.c
CVE-2017-17087,fileio.c
CVE-2017-17439,"_kdc_as_rep, kdc/kerberos5.c, der_length_visible_string, lib/asn1/der_length.c"
CVE-2017-17499,"Magick::Image::read, Magick++/lib/Image.cpp"
CVE-2017-17712,"raw_sendmsg, net/ipv4/raw.c"
CVE-2017-17805,"CONFIG_CRYPTO_USER_API_SKCIPHER, crypto/salsa20_generic.c, arch/x86/crypto/salsa20_glue.c"
CVE-2017-17806,"crypto/hmac.c, CONFIG_CRYPTO_USER_API_HASH, CONFIG_CRYPTO_SHA3"
CVE-2017-17807,"construct_get_dest_keyring, security/keys/request_key.c"
CVE-2017-17852,kernel/bpf/verifier.c
CVE-2017-17853,"kernel/bpf/verifier.c, BPF_RSH"
CVE-2017-17854,kernel/bpf/verifier.c
CVE-2017-17855,kernel/bpf/verifier.c
CVE-2017-17856,kernel/bpf/verifier.c
CVE-2017-17857,"check_stack_boundary, kernel/bpf/verifier.c"
CVE-2017-17862,kernel/bpf/verifier.c
CVE-2017-17935,"File_read_line, epan/wslua/wslua_file.c"
CVE-2017-17997,epan/dissectors/packet-mrdisc.c
CVE-2017-18017,"tcpmss_mangle_packet, net/netfilter/xt_TCPMSS.c, xt_TCPMSS"
CVE-2017-18030,"cirrus_invalidate_region, hw/display/cirrus_vga.c"
CVE-2017-18043,ROUND_UP
CVE-2017-18075,"crypto/pcrypt.c, CONFIG_CRYPTO_USER_API_AEAD, CONFIG_CRYPTO_PCRYPT"
CVE-2017-18079,"drivers/input/serio/i8042.c, port->exists"
CVE-2017-18120,"read_gif, gifread.c"
CVE-2017-18174,"amd_gpio_remove, pinctrl_unregister, drivers/pinctrl/pinctrl-amd.c"
CVE-2017-18183,"QPDFWriter::enqueueObject, libqpdf/QPDFWriter.cc"
CVE-2017-18184,"iterate_rc4, QPDF_encryption.cc"
CVE-2017-18186,QPDF.cc
CVE-2017-18190,"valid_host, scheduler/client.c"
CVE-2017-18193,fs/f2fs/extent_cache.c
CVE-2017-18200,f2fs_wait_discard_bios
CVE-2017-18202,"__oom_reap_task_mm, mm/oom_kill.c"
CVE-2017-18203,"dm_get_from_kobject, drivers/md/dm.c, __dm_destroy"
CVE-2017-18204,"ocfs2_setattr, fs/ocfs2/file.c"
CVE-2017-18208,"madvise_willneed, mm/madvise.c, MADVISE_WILLNEED"
CVE-2017-18216,fs/ocfs2/cluster/nodemanager.c
CVE-2017-18218,"hns_nic_net_xmit_hw, hns_nic_net_xmit, drivers/net/ethernet/hisilicon/hns/hns_enet.c"
CVE-2017-18221,"__munlock_pagevec, mm/mlock.c"
CVE-2017-18222,"hns_get_sset_count, ethtool_get_strings"
CVE-2017-18224,fs/ocfs2/aops.c
CVE-2017-18232,
CVE-2017-18241,fs/f2fs/segment.c
CVE-2017-18248,"add_job, scheduler/ipp.c"
CVE-2017-18249,"add_free_nid, fs/f2fs/node.c"
CVE-2017-18255,"perf_cpu_time_max_percent_handler, kernel/events/core.c"
CVE-2017-18257,"__get_data_block, fs/f2fs/data.c"
CVE-2017-18270,
CVE-2017-18344,"timer_create, kernel/time/posix-timers.c, sigevent->sigev_notify, show_timer, /proc/$PID/timers, CONFIG_POSIX_TIMERS, CONFIG_CHECKPOINT_RESTORE"
CVE-2017-18360,"change_port_settings, drivers/usb/serial/io_ti.c"
CVE-2017-18379,drivers/nvme/target/fc.c
CVE-2017-18509,"inet_csk_listen_stop, net/ipv6/ip6mr.c"
CVE-2017-18551,"i2c_smbus_xfer_emulated, drivers/i2c/i2c-core-smbus.c"
CVE-2017-18595,"allocate_trace_buffer, kernel/trace/trace.c"
CVE-2017-18922,websockets.c
CVE-2017-20006,"Unpack::CopyString, Unpack::Unpack5, CmdExtract::ExtractCurrentFile"
CVE-2017-2583,"load_segment_descriptor, arch/x86/kvm/emulate.c"
CVE-2017-2584,arch/x86/kvm/emulate.c
CVE-2017-2616,
CVE-2017-2630,NBD_OPT_LIST
CVE-2017-2633,vnc_refresh_server_surface
CVE-2017-2647,"keyring_search_iterator, keyring.c"
CVE-2017-2671,"ping_unhash, net/ipv4/ping.c"
CVE-2017-2920,.SVG
CVE-2017-5207,#NAME?
CVE-2017-5209,"base64decode, base64.c"
CVE-2017-5225,tools/tiffcp
CVE-2017-5226,TIOCSTI
CVE-2017-5340,Zend/zend_hash.c
CVE-2017-5473,"admin/add_user.lua, admin/change_user_prefs.lua, admin/delete_user.lua, admin/password_reset.lua"
CVE-2017-5506,magick/profile.c
CVE-2017-5507,coders/mpc.c
CVE-2017-5509,coders/psd.c
CVE-2017-5510,coders/psd.c
CVE-2017-5511,coders/psd.c
CVE-2017-5522,
CVE-2017-5525,hw/audio/ac97.c
CVE-2017-5526,hw/audio/es1370.c
CVE-2017-5545,plistutil.c
CVE-2017-5546,"freelist-randomization, mm/slab.c"
CVE-2017-5547,"drivers/hid/hid-corsair.c, CONFIG_VMAP_STACK"
CVE-2017-5548,"drivers/net/ieee802154/atusb.c, CONFIG_VMAP_STACK"
CVE-2017-5549,"klsi_105_get_line_state, drivers/usb/serial/kl5kusb105.c"
CVE-2017-5550,"pipe_advance, lib/iov_iter.c"
CVE-2017-5551,"simple_set_acl, fs/posix_acl.c"
CVE-2017-5552,"virgl_resource_attach_backing, hw/display/virtio-gpu-3d.c, VIRTIO_GPU_CMD_RESOURCE_ATTACH_BACKING"
CVE-2017-5576,"vc4_get_bcl, drivers/gpu/drm/vc4/vc4_gem.c"
CVE-2017-5577,"vc4_get_bcl, drivers/gpu/drm/vc4/vc4_gem.c"
CVE-2017-5578,"virtio_gpu_resource_attach_backing, hw/display/virtio-gpu.c, VIRTIO_GPU_CMD_RESOURCE_ATTACH_BACKING"
CVE-2017-5579,"serial_exit_core, hw/char/serial.c"
CVE-2017-5592,
CVE-2017-5596,epan/dissectors/packet-asterix.c
CVE-2017-5597,epan/dissectors/packet-dhcpv6.c
CVE-2017-5601,"lha_read_file_header_1(), archive_read_support_format_lha.c"
CVE-2017-5667,"sdhci_sdma_transfer_multi_blocks, hw/sd/sdhci.c"
CVE-2017-5669,"do_shmat, ipc/shm.c"
CVE-2017-5847,"gst_asf_demux_process_ext_content_desc, gst/asfdemux/gstasfdemux.c"
CVE-2017-5856,"megasas_handle_dcmd, hw/scsi/megasas.c"
CVE-2017-5857,"virgl_cmd_resource_unref, hw/display/virtio-gpu-3d.c, VIRTIO_GPU_CMD_RESOURCE_UNREF"
CVE-2017-5898,"emulated_apdu_from_guest, usb/dev-smartcard-reader.c"
CVE-2017-5923,"yara_yyparse, libyara/grammar.y"
CVE-2017-5931,"hw/virtio/virtio-crypto.c, virtio-crypto"
CVE-2017-5953,
CVE-2017-5970,"ipv4_pktinfo_prepare, net/ipv4/ip_sockglue.c"
CVE-2017-5973,"xhci_kick_epctx, hw/usb/hcd-xhci.c"
CVE-2017-5985,lxc-user-nic
CVE-2017-5986,"sctp_wait_for_sndbuf, net/sctp/socket.c"
CVE-2017-5987,"sdhci_sdma_transfer_multi_blocks, hw/sd/sdhci.c"
CVE-2017-6001,"kernel/events/core.c, perf_event_open"
CVE-2017-6058,"NetRxPkt::ehdr_buf, hw/net/net_rx_pkt.c"
CVE-2017-6074,"dccp_rcv_state_process, net/dccp/input.c"
CVE-2017-6214,"tcp_splice_read, net/ipv4/tcp.c"
CVE-2017-6345,
CVE-2017-6346,"net/packet/af_packet.c, PACKET_FANOUT"
CVE-2017-6347,"ip_cmsg_recv_checksum, net/ipv4/ip_sockglue.c"
CVE-2017-6348,"hashbin_delete, net/irda/irqueue.c"
CVE-2017-6349,u_read_undo
CVE-2017-6350,unserialize_uep
CVE-2017-6353,net/sctp/socket.c
CVE-2017-6435,"parse_string_node, bplist.c"
CVE-2017-6436,"parse_string_node, bplist.c"
CVE-2017-6439,"parse_string_node, bplist.c"
CVE-2017-6467,wiretap/netscaler.c
CVE-2017-6470,epan/dissectors/packet-iax2.c
CVE-2017-6471,epan/dissectors/packet-wsp.c
CVE-2017-6472,epan/dissectors/packet-rtmpt.c
CVE-2017-6473,wiretap/k12.c
CVE-2017-6474,wiretap/netscaler.c
CVE-2017-6503,
CVE-2017-6504,X-Frame-Options
CVE-2017-6505,"ohci_service_ed_list, hw/usb/hcd-ohci.c"
CVE-2017-6594,
CVE-2017-6800,MAPIPrint()
CVE-2017-6801,TNEFParse
CVE-2017-6802,DecompressRTF()
CVE-2017-6837,WAVE.cpp
CVE-2017-6838,sfcommands/sfconvert.c
CVE-2017-6839,modules/MSADPCM.cpp
CVE-2017-6850,"jp2_cdef_destroy, jp2_cod.c"
CVE-2017-6874,"put_ucounts, get_ucounts, kernel/ucount.c"
CVE-2017-6886,"parse_tiff_ifd, internal/dcraw_common.cpp"
CVE-2017-6887,"parse_tiff_ifd, internal/dcraw_common.cpp"
CVE-2017-6889,"foveon_load_camf, dcraw_foveon.c"
CVE-2017-6890,"foveon_load_camf, dcraw_foveon.c"
CVE-2017-6892,"aiff_read_chanmap, aiff.c"
CVE-2017-6903,auto-downloading
CVE-2017-7184,"xfrm_replay_verify_len, net/xfrm/xfrm_user.c"
CVE-2017-7185,"mg_http_multipart_wait_for_boundary, mongoose.c"
CVE-2017-7189,main/streams/xp_socket.c
CVE-2017-7272,
CVE-2017-7273,"cp_report_fixup, drivers/hid/hid-cypress.c"
CVE-2017-7277,"SCM_TIMESTAMPING_OPT_STATS, net/core/skbuff.c, net/socket.c"
CVE-2017-7374,fs/crypto/
CVE-2017-7377,"v9fs_create, v9fs_lcreate, hw/9pfs/9p.c"
CVE-2017-7471,"VirtFS, 9pfs"
CVE-2017-7472,"KEY_REQKEY_DEFL_THREAD_KEYRING, keyctl_set_reqkey_keyring"
CVE-2017-7487,"ipxitf_ioctl, net/ipx/af_ipx.c"
CVE-2017-7495,"fs/ext4/inode.c, needs-flushing-before-commit"
CVE-2017-7524,
CVE-2017-7533,"inotify_handle_event, vfs_rename"
CVE-2017-7539,qemu-nbd
CVE-2017-7541,"brcmf_cfg80211_mgmt_tx, drivers/net/wireless/broadcom/brcm80211/brcmfmac/cfg80211.c"
CVE-2017-7542,"ip6_find_1stfragopt, net/ipv6/output_core.c"
CVE-2017-7585,"flac_buffer_copy, flac.c"
CVE-2017-7586,"header_read(), common.c"
CVE-2017-7616,"set_mempolicy, mm/mempolicy.c"
CVE-2017-7645,"net/sunrpc/svc.c, fs/nfsd/nfs3xdr.c, fs/nfsd/nfsxdr.c"
CVE-2017-7700,wiretap/netscaler.c
CVE-2017-7701,epan/dissectors/packet-bgp.c
CVE-2017-7702,epan/dissectors/packet-wbxml.c
CVE-2017-7703,epan/dissectors/packet-imap.c
CVE-2017-7704,epan/dissectors/packet-dof.c
CVE-2017-7705,epan/dissectors/packet-rpcrdma.c
CVE-2017-7718,"hw/display/cirrus_vga_rop.h, cirrus_bitblt_rop_fwd_transp_, cirrus_bitblt_rop_fwd_"
CVE-2017-7741,"flac_buffer_copy, flac.c"
CVE-2017-7742,"flac_buffer_copy, flac.c"
CVE-2017-7745,epan/dissectors/packet-sigcomp.c
CVE-2017-7746,epan/dissectors/packet-slsk.c
CVE-2017-7747,epan/dissectors/packet-packetbb.c
CVE-2017-7748,epan/dissectors/packet-wsp.c
CVE-2017-7862,"decode_frame, libavcodec/pictordec.c"
CVE-2017-7863,"decode_frame_common, libavcodec/pngdec.c"
CVE-2017-7865,"ipvideo_decode_block_opcode_0xA, libavcodec/interplayvideo.c, avcodec_align_dimensions2, libavcodec/utils.c"
CVE-2017-7866,"decode_zbuf, libavcodec/pngdec.c"
CVE-2017-7875,wallpaper.c
CVE-2017-7889,"arch/x86/mm/init.c, drivers/char/mem.c"
CVE-2017-7895,"fs/nfsd/nfs3xdr.c, fs/nfsd/nfsxdr.c"
CVE-2017-7962,"iwgif_read_image, imagew-gif.c, libimageworsener.a"
CVE-2017-8061,"drivers/media/usb/dvb-usb/dvb-usb-firmware.c, CONFIG_VMAP_STACK"
CVE-2017-8062,"drivers/media/usb/dvb-usb/dw2102.c, CONFIG_VMAP_STACK"
CVE-2017-8063,"drivers/media/usb/dvb-usb/cxusb.c, CONFIG_VMAP_STACK"
CVE-2017-8064,"drivers/media/usb/dvb-usb-v2/dvb_usb_core.c, CONFIG_VMAP_STACK"
CVE-2017-8065,
CVE-2017-8066,"drivers/net/can/usb/gs_usb.c, CONFIG_VMAP_STACK"
CVE-2017-8067,"drivers/char/virtio_console.c, CONFIG_VMAP_STACK"
CVE-2017-8068,"drivers/net/usb/pegasus.c, CONFIG_VMAP_STACK"
CVE-2017-8069,"drivers/net/usb/rtl8150.c, CONFIG_VMAP_STACK"
CVE-2017-8070,"drivers/net/usb/catc.c, CONFIG_VMAP_STACK"
CVE-2017-8071,drivers/hid/hid-cp2112.c
CVE-2017-8072,"cp2112_gpio_direction_input, drivers/hid/hid-cp2112.c"
CVE-2017-8073,irc_ctcp_dcc_filename_without_quotes
CVE-2017-8086,"v9fs_list_xattr, hw/9pfs/9p-xattr.c"
CVE-2017-8284,"disas_insn, target/i386/translate.c"
CVE-2017-8294,"yr_re_exec, libyara/re.c"
CVE-2017-8326,"libimageworsener.a, imagew-bmp.c, imagew-util.c"
CVE-2017-8797,"NFSv4, pNFS, GETDEVICEINFO, LAYOUTGET"
CVE-2017-8807,"vbf_stp_error, bin/varnishd/cache/cache_fetch.c, VFP_GetStorage, -sfile"
CVE-2017-8825,low-level/imf/mailimf.c
CVE-2017-8890,"inet_csk_clone_lock, net/ipv4/inet_connection_sock.c"
CVE-2017-8891,
CVE-2017-8924,"edge_bulk_in_callback, drivers/usb/serial/io_ti.c"
CVE-2017-8925,"omninet_open, drivers/usb/serial/omninet.c"
CVE-2017-8929,"sized_string_cmp, libyara/sizedstr.c"
CVE-2017-9051,"nsv_read_chunk, libavformat/nsvdec.c"
CVE-2017-9060,"virtio_gpu_set_scanout, hw/display/virtio-gpu.c"
CVE-2017-9074,
CVE-2017-9075,"sctp_v6_create_accept_sk, net/sctp/ipv6.c"
CVE-2017-9076,"dccp_v6_request_recv_sock, net/dccp/ipv6.c"
CVE-2017-9077,"tcp_v6_syn_recv_sock, net/ipv6/tcp_ipv6.c"
CVE-2017-9098,"ReadRLEImage, coders/rle.c"
CVE-2017-9141,"ResetImageProfileIterator, MagickCore/profile.c, ReadDDSImage, coders/dds.c"
CVE-2017-9142,"MagickCore/blob.c, coders/png.c"
CVE-2017-9143,"ReadARTImage, coders/art.c"
CVE-2017-9144,coders/rle.c
CVE-2017-9150,"do_check, kernel/bpf/verifier.c, allow_ptr_leaks, print_bpf_insn"
CVE-2017-9201,"imagew-cmd.c, libimageworsener.a, imagew-api.c"
CVE-2017-9202,"imagew-cmd.c:854:45, libimageworsener.a, imagew-api.c"
CVE-2017-9203,"imagew-main.c, libimageworsener.a, imagew-bmp.c"
CVE-2017-9204,"iw_get_ui16le, imagew-util.c:405:23, libimageworsener.a, imagew-jpeg.c"
CVE-2017-9205,"iw_get_ui16be, imagew-util.c:422:24, libimageworsener.a, imagew-jpeg.c"
CVE-2017-9206,"iw_get_ui16le, imagew-util.c:405:23, libimageworsener.a, imagew-jpeg.c"
CVE-2017-9207,"iw_get_ui16be, imagew-util.c:422:24, libimageworsener.a, imagew-jpeg.c"
CVE-2017-9211,"crypto_skcipher_init_tfm, crypto/skcipher.c"
CVE-2017-9217,
CVE-2017-9224,match_at
CVE-2017-9225,"onigenc_unicode_get_case_fold_codes_by_str, unicode_unfold_key, expand_case_fold_string"
CVE-2017-9226,"next_state_val, fetch_token, fetch_token_in_cc"
CVE-2017-9227,"mbc_enc_len, reg->dmin, forward_search_range"
CVE-2017-9228,"bitset_set_range, parse_char_class"
CVE-2017-9229,"left_adjust_char_head(), reg->dmax, forward_search_range()"
CVE-2017-9242,"__ip6_append_data, net/ipv6/ip6_output.c"
CVE-2017-9330,
CVE-2017-9343,epan/dissectors/packet-msnip.c
CVE-2017-9344,epan/dissectors/packet-btl2cap.c
CVE-2017-9345,epan/dissectors/packet-dns.c
CVE-2017-9346,epan/dissectors/packet-slsk.c
CVE-2017-9347,epan/dissectors/asn1/ros/packet-ros-template.c
CVE-2017-9348,epan/dissectors/packet-dof.c
CVE-2017-9349,epan/dissectors/packet-dcm.c
CVE-2017-9350,epan/dissectors/packet-opensafety.c
CVE-2017-9351,epan/dissectors/packet-bootp.c
CVE-2017-9352,epan/dissectors/packet-bzr.c
CVE-2017-9353,epan/dissectors/packet-ipv6.c
CVE-2017-9354,epan/dissectors/packet-rgmp.c
CVE-2017-9373,
CVE-2017-9374,
CVE-2017-9375,
CVE-2017-9434,zinflate.cpp
CVE-2017-9438,"_yr_re_emit, libyara/re.c"
CVE-2017-9454,ares_parse_a_reply
CVE-2017-9465,"yr_arena_write_data, yr_re_fast_exec, libyara/re.c, _yr_scan_match_callback, libyara/scan.c"
CVE-2017-9499,SetPixelChannelAttributes
CVE-2017-9527,"mark_context_stack, gc.c"
CVE-2017-9605,"vmw_gb_surface_define_ioctl, DRM_IOCTL_VMW_GB_SURFACE_CREATE, drivers/gpu/drm/vmwgfx/vmwgfx_surface.c, backup_handle"
CVE-2017-9608,
CVE-2017-9732,read_packet
CVE-2017-9766,"dissect_IODWriteReq, plugins/profinet/packet-dcerpc-pn-io.c"
CVE-2017-9798,"ap_limit_section, server/core.c"
CVE-2017-9984,"snd_msnd_interrupt, sound/isa/msnd/msnd_pinnacle.c"
CVE-2017-9985,"snd_msndmidi_input_read, sound/isa/msnd/msnd_midi.c"
CVE-2017-9990,"color_string_to_rgba, libavcodec/xpmdec.c"
CVE-2017-9991,"xwd_decode_frame, libavcodec/xwddec.c"
CVE-2017-9992,"decode_dds1, libavcodec/dfa.c"
CVE-2017-9993,
CVE-2017-9994,"libavcodec/webp.c, pix_fmt, vp8_decode_mb_row_no_filter, pred8x8_128_dc_8_c"
CVE-2017-9995,libavcodec/scpr.c
CVE-2017-9996,"cdxl_decode_frame, libavcodec/cdxl.c"
CVE-2018-0429,
CVE-2018-1000041,rsvg-io.c
CVE-2018-1000050,stb_vorbis
CVE-2018-1000052,fmt::print
CVE-2018-10001,"decode_init, libavcodec/utvideodec.c"
CVE-2018-1000115,UDP
CVE-2018-1000127,items.c:item_free()
CVE-2018-1000204,"/dev/sg0, dxfer_direction=SG_DXFER_FROM_DEV"
CVE-2018-1000524,"layer_resize, map_engine.c, SetLayerSize"
CVE-2018-10017,soundlib/Snd_fx.cpp
CVE-2018-10021,drivers/scsi/libsas/sas_scsi_host.c
CVE-2018-10074,"hi3660_stub_clk_probe, drivers/clk/hisilicon/clk-hi3660-stub.c"
CVE-2018-10087,"kernel_wait4, kernel/exit.c"
CVE-2018-10124,"kill_something_info, kernel/signal.c"
CVE-2018-10188,"js/db_operations.js, js/tbl_operations.js, libraries/classes/Operations.php, sql.php"
CVE-2018-10191,"src/vm.c::mrb_vm_exec, OP_GETUPVAR"
CVE-2018-10199,src/io.c::File#initilialize_copy()
CVE-2018-10536,"ParseRiffHeaderConfig, riff.c"
CVE-2018-10537,"ParseWave64HeaderConfig, wave64.c"
CVE-2018-10538,"ParseRiffHeaderConfig, riff.c"
CVE-2018-10539,"ParseDsdiffHeaderConfig, dsdiff.c"
CVE-2018-10540,"ParseWave64HeaderConfig, wave64.c"
CVE-2018-1065,"arpt_do_table, net/ipv4/netfilter/arp_tables.c, ipt_do_table, net/ipv4/netfilter/ip_tables.c, ip6t_do_table, net/ipv6/netfilter/ip6_tables.c"
CVE-2018-1066,fs/cifs/cifsencrypt.c:setup_ntlmv2_rsp()
CVE-2018-10675,"do_get_mempolicy, mm/mempolicy.c"
CVE-2018-10677,"DecodeGifImg, ngiflib.c"
CVE-2018-1068,
CVE-2018-10717,"DecodeGifImg, ngiflib.c"
CVE-2018-10756,libtransmission/variant.c
CVE-2018-10853,CPL
CVE-2018-10876,ext4_ext_remove_space
CVE-2018-10878,
CVE-2018-10879,ext4_xattr_set_entry
CVE-2018-10880,ext4_update_inline_data
CVE-2018-10881,ext4_get_group_info
CVE-2018-10882,fs/jbd2/transaction.c
CVE-2018-10883,jbd2_journal_dirty_metadata
CVE-2018-10902,"snd_rawmidi_input_params, snd_rawmidi_output_status, snd_rawmidi_ioctl, rawmidi.c"
CVE-2018-1091,"flush_tmregs_to_thread, arch/powerpc/kernel/ptrace.c"
CVE-2018-10938,"cipso_v4_optptr, net/ipv4/cipso_ipv4.c"
CVE-2018-10940,"cdrom_ioctl_media_changed, drivers/cdrom/cdrom.c"
CVE-2018-1120,"/proc/<pid>/cmdline, /proc/<pid>/environ"
CVE-2018-11232,"etm_setup_aux, drivers/hwtracing/coresight/coresight-etm-perf.c"
CVE-2018-1129,
CVE-2018-1130,"dccp_write_xmit, net/dccp/output.c"
CVE-2018-11354,epan/dissectors/packet-ieee1905.c
CVE-2018-11355,epan/dissectors/packet-rtcp.c
CVE-2018-11356,epan/dissectors/packet-dns.c
CVE-2018-11357,epan/tvbuff.c
CVE-2018-11358,epan/dissectors/packet-q931.c
CVE-2018-11359,epan/proto.c
CVE-2018-11360,epan/dissectors/packet-gsm_a_dtap.c
CVE-2018-11361,"epan/crypt/dot11decrypt.c, Dot11DecryptTDLSDeriveKey"
CVE-2018-11362,epan/dissectors/packet-ldss.c
CVE-2018-11363,"jpeg_size, pdfgen.c"
CVE-2018-11506,"sr_do_ioctl, drivers/scsi/sr_ioctl.c"
CVE-2018-11508,"compat_get_timex, kernel/compat.c"
CVE-2018-11590,jsutils.c
CVE-2018-11591,jsvar.c
CVE-2018-11592,libs/graphics/jswrap_graphics.c
CVE-2018-11593,jslex.c
CVE-2018-11594,jsparse.c
CVE-2018-11595,
CVE-2018-11596,jsvar.c
CVE-2018-11597,jsparse.c
CVE-2018-11598,jsparse.c
CVE-2018-11743,"init_copy, kernel.c, initialize_copy, TT_ICLASS, mrb_hash_keys"
CVE-2018-12232,"sock_close, sockfs_setattr, net/socket.c"
CVE-2018-12247,"mrb_class, mrb_obj_clone, kernel.c"
CVE-2018-12248,mrbgems/mruby-fiber/src/fiber.c
CVE-2018-12249,"mrb_class_real, class.c"
CVE-2018-12435,"dsa/dsa.cpp, ec_group/ec_group.cpp, ecdsa/ecdsa.cpp"
CVE-2018-12436,wolfcrypt/src/ecc.c
CVE-2018-12458,"mpeg4_encode_gop_header, libavcodec/mpeg4videoenc.c"
CVE-2018-12459,"ff_mpeg4_decode_picture_header, libavcodec/mpeg4videodec.c"
CVE-2018-12460,"idctdsp.c, mpegvideo.c"
CVE-2018-12520,PRNG
CVE-2018-12615,"switchGroup(), agent/ExecHelper/ExecHelperMain.cpp"
CVE-2018-12633,"vbg_misc_device_ioctl, drivers/virt/vboxguest/vboxguest_linux.c, copy_from_user, hdr.size_in, hdr.size_out"
CVE-2018-12713,"g_get_tmp_dir, gimp_write_and_read_file, app/tests/test-xcf.c"
CVE-2018-12896,"kernel/time/posix-timers.c, timer_getoverrun, siginfo::si_overrun"
CVE-2018-12904,arch/x86/kvm/vmx.c
CVE-2018-13006,"hdlr_dump, isomedia/box_dump.c"
CVE-2018-13093,"lookup_slow, fs/xfs/xfs_icache.c, inode->i_ops"
CVE-2018-13094,"xfs_attr_leaf.c, xfs_da_shrink_inode"
CVE-2018-13095,fs/xfs/libxfs/xfs_inode_buf.c
CVE-2018-13096,fs/f2fs/super.c
